,G1-Ah,G1-Bw,G1-Cox,G11-Ah,G11-Bw,G11-Cox,G2-Ah,G2-Bw,G2-Cox,G3a-Ah,G3a-Bw,G3a-Cox,G9-Ah,G9-Bw,G9-Cox,Ah-1-1,Ah-1-2,Ah-2-1,Ah-2-2,II-P-1-1,II-P-1-2,II-P-2-1,II-P-2-2,Of-1-1,Of-1-2,Of-2-1,Of-2-2,arctic_tundra_TL1,boreal_forest_BZ1,hot_desert_MD3,hot_desert_SF2,hot_desert_SV1,polar_desert_EB017,polar_desert_EB019,polar_desert_EB020,polar_desert_EB021,polar_desert_EB024,polar_desert_EB026,temeprate_coniferous_forest_DF1,temeprate_deciduous_forest_CL1,temeprate_grassland_KP1,tropical_forest_AR3,tropical_forest_PE6,2012_10_Soy_No,2012_11_Corn_Yes,2012_12_Soy_Yes,2012_13_Corn_Yes,2012_14_Soy_Yes,2012_15_Corn_Yes,2012_16_soy_Yes,2012_17_Corn_Yes,2012_18_soy_Yes,2012_19_Corn_Yes,2012_1_corn_No,2012_20_Soy_Yes,2012_2_Soy_No,2012_3_corn_No,2012_4_Soy_No,2012_5_Corn_No,2012_6_Soy_No,2012_7_corn_No,2012_8_Soy_No,2012_9_Corn_No,2013_11_Soy_Yes,2013_12_Corn_Yes,2013_13_Corn_Yes,2013_14_Corn_Yes,2013_15_Soy_Yes,2013_16_Corn_Yes,2013_17_Soy_Yes,2013_18_Corn_Yes,2013_19_Soy_Yes,2013_1_Soy_No,2013_20_Corn_Yes,2013_23_forest,2013_24_forest,2013_2_Corn_No,2013_3_Soy_No,2013_5_Soy_No,2013_6_Corn_No,2013_7_Soy_No,2013_8_Corn_No,2013_9_Soy_No,ERR1104480.fastq.gzaligned,ERR1104481.fastq.gzaligned,ERR476938_1.fastq.gzaligned,ERR476939_1.fastq.gzaligned,ERR476940_1.fastq.gzaligned,ERR476941_1.fastq.gzaligned,ERR476942_1.fastq.gzaligned,ERR476943_1.fastq.gzaligned,ERR476944_1.fastq.gzaligned,ERR476945_1.fastq.gzaligned,ERR476946_1.fastq.gzaligned,ERR481108_1.fastq.gzaligned,ERR481109_1.fastq.gzaligned,ERR481110_1.fastq.gzaligned,ERR481111_1.fastq.gzaligned,ERR481112_1.fastq.gzaligned,ERR515173_1.fastq.gzaligned,ERR515174_1.fastq.gzaligned,ERR515176_1.fastq.gzaligned,ERR515177_1.fastq.gzaligned,ERR515178_1.fastq.gzaligned
Candidatus Brocadiaceae,2389,0,1373,0,3527,2325,0,1631,0,3011,4263,3225,4087,2821,2769,1508,1291,338,329,1344,1341,2414,2261,0,0,0,0,1180,683,0,0,0,1635,0,1003,0,0,0,448,0,653,1018,996,121,0,11,0,0,0,0,48,0,0,0,0,0,0,77,45,199,90,150,93,0,2,0,0,0,0,97,0,0,0,86,136,190,0,14,0,63,52,79,89,5368,5190,968,1102,605,1006,0,0,127,0,302,602,623,2649,439,413,620,516,1465,1643,1659
Spirochaetaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,40,0,0,0,48,0,0,66,0,0,0,0,0,0,27,0,0,0,0,2,57,0,25,59,55,0,0,440,593,377,621,10672,11849,1084,6886,3004,478,501,1411,296,285,1016,995,2548,2710,2682
Halomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,1148,1178,1817,2321,2293,1095,1717,2039,1395,637,688,1260,641,985,1637,204,103,34,192,145,0,181,80,0,0,0,142,261,50,96,76,227,119,199,117,124,1,135,178,228,135,161,226,144,76,138,199,279,159,5,94,111,50,134,134,0,0,1676,1801,867,1179,1941,1937,193,1306,400,0,424,0,265,0,0,0,480,548,453
Herpetosiphonaceae,796,882,601,1279,1637,897,719,569,0,1454,1487,1313,2020,1669,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,841,1241,868,0,713,367,1105,2223,0,0,0,289,0,63,52,0,90,34,34,104,32,1,0,35,61,92,0,67,40,93,87,102,65,68,2,77,56,119,91,70,119,89,28,80,0,0,61,9,42,58,28,72,65,2022,2029,791,749,386,553,259,0,44,341,126,365,506,1175,293,239,215,191,766,781,717
(Candidatus Methylomirabilis),0,961,552,896,1385,716,0,633,609,1144,2090,1595,1738,1393,1760,0,0,0,0,611,617,835,898,0,0,0,0,369,381,227,278,0,1073,0,547,391,0,0,218,393,261,802,557,83,32,0,0,59,32,0,35,0,0,28,39,84,17,59,30,112,70,102,37,44,0,52,59,52,0,45,75,59,24,47,79,137,38,1,45,52,33,44,52,2418,2321,379,506,247,394,0,0,38,242,96,456,456,1292,341,245,303,337,633,709,649
Flammeovirgaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,2363,3300,34590,0,6829,0,2891,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,323,335,457,0,300,0,0,117,0,0,0,292,6,0,0,0,0,0,0,8116,5108,4400,2870,3148,1930,0,342,1963,991,0,0,0,576,500,0,0,0,0,0
Desulfobacteraceae,0,0,0,0,0,0,0,4091,0,0,0,0,0,0,0,0,0,0,0,3168,2946,0,0,0,0,0,0,2205,0,0,0,0,2754,0,0,0,0,0,0,0,0,2056,2397,0,0,0,0,0,0,0,0,1,0,0,0,0,70,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,0,0,0,2392,2908,1501,2669,0,0,0,2453,0,1711,1819,5786,1082,0,2267,1998,7307,7749,7315
Haliscomenobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406,1962,1977,0,1043,551,953,1349,2842,0,2026,1069,1804,1893,0,0,996,533,0,0,104,15,0,0,0,0,0,0,0,0,0,240,0,84,0,0,0,0,0,66,7,146,157,177,148,140,0,127,0,117,0,183,121,9,0,0,44,121,109,8869,8693,1219,1049,616,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
Nannocystaceae,0,1162,0,0,2611,1120,0,0,0,2429,3075,1985,3154,0,0,0,0,0,0,783,629,976,1271,0,0,0,777,378,0,0,0,0,541,0,0,454,0,0,0,0,0,353,0,103,43,0,0,54,37,75,0,0,0,0,38,214,30,84,28,138,59,105,66,38,10,76,98,156,94,99,110,62,58,92,69,137,74,10,40,46,36,66,72,3081,2791,1044,897,460,1090,614,0,72,486,201,395,329,905,205,191,0,0,199,0,202
Methanoregulaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,244,197,0,0,0
(Thermobaculum),0,831,600,1229,1883,1188,538,635,670,0,1430,1875,1484,1645,1688,0,0,0,0,0,0,0,0,0,0,0,0,207,0,1169,903,1457,626,328,1373,531,751,0,0,0,268,234,0,66,54,0,98,53,28,45,37,0,0,27,43,70,15,42,20,104,32,89,59,32,1,70,44,51,40,54,72,43,29,41,45,70,37,1,25,39,19,51,61,1366,1270,553,390,240,397,241,0,49,262,134,377,296,768,184,187,132,128,192,206,230
Sporichthyaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,968,1661,0,3021,2091,1855,7484,663,0,0,397,0,0,76,63,25,289,79,68,103,75,0,0,74,56,0,51,0,59,111,75,159,95,53,2,104,114,133,106,103,213,109,36,110,0,0,51,3,59,70,43,0,61,0,0,1564,1106,583,1422,997,800,146,683,304,628,0,0,215,200,288,0,0,0,0
Vulgatibacteraceae,0,0,0,0,0,0,0,0,1317,0,0,2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,1195,0,0,0,0,0,391,0,0,565,905,74,63,36,175,77,87,94,62,0,0,72,68,192,36,106,65,165,84,131,81,79,0,123,329,180,120,133,204,117,72,123,101,239,112,10,98,125,49,113,96,5758,5346,867,660,403,855,0,0,109,504,231,492,407,1244,258,348,0,193,416,480,388
Kineosporiaceae,0,0,0,0,0,0,0,0,0,0,0,0,6417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,1061,1865,0,3936,1932,1840,4580,0,0,0,795,0,0,168,241,85,948,304,303,450,322,0,4,232,255,210,110,204,258,321,264,423,182,187,25,369,295,316,340,197,1059,232,210,434,210,255,91,13,201,216,76,220,134,5898,5665,1473,1134,527,1941,1270,0,219,1191,439,1187,0,0,327,0,679,566,0,0,0
Clostridiales Family XVII. Incertae Sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,0,2197,0,1514,1005,0,0,0,0,0,0,0,0,81,20,0,129,0,0,0,0,0,51,0,0,0,81,0,165,0,135,125,0,1,0,0,0,0,0,0,0,0,0,0,210,0,3,0,0,0,0,96,0,0,0,0,0,0,1319,16176,270,2167,963,643,588,1303,0,285,317,300,0,418,0
(Candidatus Xiphinematobacter),2722,1234,845,0,0,0,1460,1248,0,0,0,1247,2699,2853,2259,861,816,194,187,1217,1322,1940,1891,0,0,0,0,0,326,0,0,0,0,0,698,0,783,0,498,584,917,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,106,73,0,3,0,0,21,0,0,3154,3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyphomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,1804,2744,2648,0,707,0,0,0,0,0,0,0,0,0,521,1352,579,0,1169,137,76,0,0,113,82,0,0,0,0,0,0,319,0,121,0,0,132,167,137,0,4,120,0,215,140,0,235,0,82,120,190,281,0,4,0,0,0,140,123,0,5015,1960,1849,860,1554,1609,1076,165,0,0,0,0,0,0,339,0,0,0,0,0
Yersiniaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(Enhygromyxa),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,734,697,0,0,0,0,0,775,0,0,0,0,0,0,0,0,317,453,152,99,26,153,97,70,117,56,0,0,61,56,415,70,147,42,217,95,197,112,163,6,186,160,438,195,179,238,204,101,211,79,226,256,17,83,122,65,142,211,4278,4170,1686,1301,722,1746,758,0,88,718,300,437,325,957,258,235,0,0,0,0,0
Hydrogenophilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,0,0,0,764,0,0,0,0,0,242,0,0,0,0,74,48,10,0,76,0,0,0,0,0,0,63,95,27,0,50,127,57,101,69,41,0,89,82,88,95,101,140,0,48,0,0,251,49,0,47,63,0,93,69,0,0,0,0,175,0,525,814,48,341,128,1170,1469,2449,630,325,928,782,962,965,1021
Ardenticatenaceae,0,0,0,0,0,0,0,0,0,0,0,1138,0,1137,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,399,784,464,0,350,286,0,0,0,0,0,244,0,0,32,0,0,0,0,0,0,0,0,24,34,88,18,41,0,78,36,82,46,0,0,49,53,53,45,45,0,0,0,47,0,61,29,1,0,0,18,35,41,0,0,898,909,459,761,280,0,52,270,130,353,407,1358,217,253,305,255,1146,1242,1266
Syntrophorhabdaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,669,0,0,245,174,926,868,923
Aeromonadaceae,0,1546,0,0,2584,1905,0,1277,1032,0,2766,2162,0,0,0,0,686,265,300,826,763,0,0,719,703,906,930,585,535,0,441,0,658,0,533,401,0,0,401,566,355,594,718,95,0,0,0,68,0,52,0,0,0,0,0,175,31,60,0,99,0,100,0,80,5,72,0,214,0,118,142,78,38,73,96,114,70,10,0,0,60,74,120,0,0,0,471,241,0,935,859,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfuricellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0,0,0,0,0,0,0,0,0,0,223,0,0,324,0,0,0,10,0,0,0,0,0,0,0,0,36,97,27,55,31,0,0,0,0,0,2,58,0,0,0,69,0,0,26,0,64,124,0,2,0,0,0,59,44,0,0,0,0,0,0,0,411,43,0,120,502,806,2076,369,358,722,555,1637,1963,1730
Nostocaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3797,3872,2550,4095,0,1680,1184,2330,6579,0,0,1060,1432,0,103,0,0,0,0,180,0,0,0,0,0,216,0,0,0,117,228,0,303,101,0,0,0,0,172,0,0,0,291,0,150,0,193,0,2,0,0,0,121,112,0,0,0,828,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0
Syntrophobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,544,902,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,442,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,56,110,0,0,0,0,0,48,39,0,0,0,335,0,0,0,507,398,2613,1098,0,220,801,169,138,546,554,968,922,981
(Geminicoccus),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,872,1622,0,0,0,0,0,0,0,0,0,0,0,131,102,0,159,86,87,84,58,0,0,36,47,105,35,73,56,153,116,133,95,79,7,87,106,129,104,78,142,126,32,103,0,0,74,6,69,0,39,103,130,2889,2781,2277,1395,686,2549,1805,0,147,973,394,398,320,0,204,0,0,0,0,0,0
Rhodothermaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0,925,0,0,2143,0,0,0,0,0,494,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,136,66,0,0,0,2,83,0,96,0,0,268,0,0,0,0,0,69,10,0,60,37,67,0,0,0,2906,3623,1832,1936,897,0,123,863,392,522,371,1301,311,338,479,398,780,725,608
Cyanothecaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,1832,2296,2371,0,0,0,0,0,0,1672,1639,2120,1276,0,964,984,1864,1264,0,0,0,697,0,89,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,67,0,63,66,0,0,0,0,109,0,0,0,43,0,0,0,0,2,0,0,32,93,0,0,0,626,671,305,632,0,0,0,0,180,0,365,941,213,222,0,0,356,406,429
Promicromonosporaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,511,68,595,213,0,341,148,0,0,0,0,0,0,0,0,0,0,0,149,157,11,0,0,0,0,0,307,0,0,0,0,0,241,0,0,0,0,0,0,0,0,3753,2019,1038,4428,2030,0,219,1263,619,0,0,0,0,0,0,0,0,0,0
Cryptosporangiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,666,2282,0,1121,919,890,1903,0,0,0,471,0,0,94,200,19,261,95,57,130,102,0,0,56,74,149,45,76,74,141,93,153,89,82,7,116,0,121,106,79,160,168,51,179,117,141,54,0,108,116,31,0,61,0,0,1193,607,303,1656,1299,0,162,885,351,770,340,1093,0,291,408,470,0,0,0
Desulfobulbaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,488,0,100,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,0,0,0,0,0,0,150,0,2,0,0,35,0,0,0,0,0,678,331,645,0,0,0,0,0,0,382,2159,245,278,341,564,1853,1808,2002
Methanosaetaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,123,115,133,123
Candidatus Methanoperedenaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,289,0,0,0,0,62,399,137,0,304,902,167,148,235,207,379,407,399
Ignavibacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,198,1006,459,279,300,1104,267,197,779,607,1345,1621,1513
(Dehalogenimonas),0,0,0,0,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,1095,447,0,160,460,0,0,165,147,526,575,544
Thermoanaerobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,2060,0,366,589,474,1065,1029,975
Porphyromonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,1247,1421,1272
Ferroplasmaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,5671,981,5359,2449,0,0,0,0,0,0,0,0,0,0
Phycisphaeraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,469,478,0,0,219,387,835,0,0,574,230,513,0,0,0,245,186,0,59,31,10,0,34,33,47,0,0,0,26,33,81,20,50,29,68,38,71,50,54,4,49,65,79,54,73,67,71,37,34,0,59,33,4,43,34,21,55,42,2075,1951,864,1591,806,692,1031,293,134,632,263,276,178,545,118,133,0,0,0,0,0
(Thermorudis),0,0,675,0,1943,1231,0,0,842,0,1755,1935,0,1455,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,477,681,0,355,653,346,0,0,0,0,0,317,0,51,44,0,0,0,0,0,0,0,0,0,0,0,0,46,34,90,0,0,44,35,1,0,0,0,58,0,0,0,0,0,0,0,0,0,0,45,0,59,47,0,0,501,0,179,371,0,0,0,0,0,322,257,574,141,135,0,0,196,230,0
(Ideonella),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,52,0,154,0,209,0,0,0,0,115,390,94,166,0,0,174,341,0,195,17,224,241,380,346,421,515,268,156,238,0,371,203,39,139,189,134,185,201,8626,8690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanospirillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4668,2587,2906,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prolixibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2277,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,318,1761,846,0,0,3597,656,0,772,750,1495,1766,1682
Pseudoalteromonadaceae,0,0,0,0,0,0,0,0,0,0,0,3316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,956,1177,1364,0,915,915,0,420,0,832,616,707,1014,90,0,0,0,0,0,0,0,0,0,0,0,138,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,794,429,640,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dehalococcoidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,1361,602,0,0,0,0,0,136,145,438,404,431
Mariprofundaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8153,97,613,250,0,0,0,0,0,794,869,327,369,375
Cellvibrionaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,43,0,0,0,0,0,0,0,0,0,491,0,151,0,0,0,0,0,0,1,0,234,281,0,272,0,0,99,0,0,0,151,19,0,0,93,0,0,8977,8822,0,1732,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Competibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,0,0,0,0,2216,0,1472,0,1071,1109,0,0,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,131,0,88,0,6,0,0,0,0,113,0,0,0,0,0,0,0,6,0,0,47,0,109,0,0,0,3220,1656,0,0,0,167,0,0,0,577,0,312,350,0,0,737,660,704
Pseudanabaenaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,714,0,1024,877,0,675,13709,1031,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,378,0
Glycomycetaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1480,0,0,0,0,0,0,0,94,0,378,124,82,0,101,2,0,54,0,0,52,0,88,0,118,0,118,0,0,111,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,98,0,0,3083,1476,808,2917,2488,0,0,0,342,856,0,0,0,0,559,560,0,0,0
Rhodobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,3171,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2314,3251,1735,0,2928,0,0,0,0,0,1160,3281,907,653,0,0,0,0,0
Scytonemataceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705,1862,1656,1660,0,1022,740,1439,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,45,77,0,0,74,48,124,0,0,60,0,5,0,0,0,0,0,0,89,0,0,0,108,0,0,0,57,39,60,57,0,0,488,566,302,501,0,0,0,0,0,536,543,0,249,217,0,0,385,335,0
Prevotellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412,1436,0,0,0,2260,3846,2021,1091,1505,1436,0,0,1081,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylophilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,158,0,2,0,0,0,0,0,90,0,0,0,0,0,89,3,201,253,395,273,215,449,0,88,0,125,0,170,8,0,0,72,135,0,5069,4947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688
Lentimicrobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,1234,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,159,800,331,0,0,0,0,0,304,0,0,0,312
