,G1-Ah,G1-Bw,G1-Cox,G11-Ah,G11-Bw,G11-Cox,G2-Ah,G2-Bw,G2-Cox,G3a-Ah,G3a-Bw,G3a-Cox,G9-Ah,G9-Bw,G9-Cox,Ah-1-1,Ah-1-2,Ah-2-1,Ah-2-2,II-P-1-1,II-P-1-2,II-P-2-1,II-P-2-2,Of-1-1,Of-1-2,Of-2-1,Of-2-2,arctic_tundra_TL1,boreal_forest_BZ1,hot_desert_MD3,hot_desert_SF2,hot_desert_SV1,polar_desert_EB017,polar_desert_EB019,polar_desert_EB020,polar_desert_EB021,polar_desert_EB024,polar_desert_EB026,temeprate_coniferous_forest_DF1,temeprate_deciduous_forest_CL1,temeprate_grassland_KP1,tropical_forest_AR3,tropical_forest_PE6,2012_10_Soy_No,2012_11_Corn_Yes,2012_12_Soy_Yes,2012_13_Corn_Yes,2012_14_Soy_Yes,2012_15_Corn_Yes,2012_16_soy_Yes,2012_17_Corn_Yes,2012_18_soy_Yes,2012_19_Corn_Yes,2012_1_corn_No,2012_20_Soy_Yes,2012_2_Soy_No,2012_3_corn_No,2012_4_Soy_No,2012_5_Corn_No,2012_6_Soy_No,2012_7_corn_No,2012_8_Soy_No,2012_9_Corn_No,2013_11_Soy_Yes,2013_12_Corn_Yes,2013_13_Corn_Yes,2013_14_Corn_Yes,2013_15_Soy_Yes,2013_16_Corn_Yes,2013_17_Soy_Yes,2013_18_Corn_Yes,2013_19_Soy_Yes,2013_1_Soy_No,2013_20_Corn_Yes,2013_23_forest,2013_24_forest,2013_2_Corn_No,2013_3_Soy_No,2013_5_Soy_No,2013_6_Corn_No,2013_7_Soy_No,2013_8_Corn_No,2013_9_Soy_No,ERR1104480.fastq.gzaligned,ERR1104481.fastq.gzaligned,ERR476938_1.fastq.gzaligned,ERR476939_1.fastq.gzaligned,ERR476940_1.fastq.gzaligned,ERR476941_1.fastq.gzaligned,ERR476942_1.fastq.gzaligned,ERR476943_1.fastq.gzaligned,ERR476944_1.fastq.gzaligned,ERR476945_1.fastq.gzaligned,ERR476946_1.fastq.gzaligned,ERR481108_1.fastq.gzaligned,ERR481109_1.fastq.gzaligned,ERR481110_1.fastq.gzaligned,ERR481111_1.fastq.gzaligned,ERR481112_1.fastq.gzaligned,ERR515173_1.fastq.gzaligned,ERR515174_1.fastq.gzaligned,ERR515176_1.fastq.gzaligned,ERR515177_1.fastq.gzaligned,ERR515178_1.fastq.gzaligned
Homogentisate pathway of aromatic compound degradation,1217,861,684,1301,1972,924,848,670,546,1903,1347,974,2134,1256,1096,361,335,133,122,319,318,461,459,492,512,646,603,144,180,163,109,313,33,75,135,46,126,74,167,253,172,123,189,33,49,9,130,51,52,81,41,0,1,26,44,61,24,22,33,74,40,55,41,24,1,45,46,34,33,27,81,48,25,34,46,57,27,0,38,38,13,32,40,3170,3046,493,290,162,449,588,374,34,307,111,335,170,502,130,137,262,250,136,138,133
ABC transporter of unknown substrate X,0,1,0,1,7,11,0,0,1,1,6,4,3,3,3,0,0,0,0,1,1,1,1,1,3,1,1,0,0,0,0,1,1,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,3,13,15,0,3,1,0,0,2,0,0,1,1,3,2,0
Pyrimidine utilization,460,378,327,482,879,441,323,335,233,726,620,457,604,487,417,295,285,99,90,224,226,357,356,371,366,434,430,170,304,94,135,224,167,44,165,76,150,159,145,248,95,77,184,23,24,1,40,16,11,11,15,1,0,12,6,24,5,19,9,21,15,32,16,11,3,18,24,26,15,18,31,15,7,29,33,26,17,2,8,22,10,15,14,977,967,118,106,62,87,91,135,9,72,21,60,58,152,43,44,30,14,33,47,41
Mycobacterial MmpL12 membrane protein cluster,0,3,2,3,5,5,2,1,0,4,7,3,6,6,3,1,4,0,1,0,0,4,2,2,2,5,3,1,2,1,0,0,1,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22,18,3,1,0,1,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0
Hyperosmotic potassium uptake,1,9,3,9,17,16,7,1,1,4,14,15,18,13,14,2,2,2,2,0,0,0,1,3,2,4,3,0,3,92,74,92,32,103,81,83,139,122,0,1,5,6,0,0,5,0,11,1,0,3,3,0,0,0,0,4,0,2,2,2,3,0,2,1,0,2,5,4,0,2,1,6,1,3,0,0,0,0,1,1,0,4,4,174,184,252,153,75,172,118,33,13,97,41,12,9,17,4,4,9,4,26,25,21
Threonine and Homoserine Biosynthesis,57,57,47,87,128,80,43,42,31,86,101,88,109,109,107,42,39,6,6,46,44,64,59,41,45,44,41,28,12,9,19,22,7,1,12,5,20,12,12,18,10,22,17,3,2,1,4,1,3,4,3,0,0,2,1,5,1,3,1,6,3,7,2,1,0,2,1,3,0,1,9,2,0,2,4,4,2,0,2,4,1,2,3,171,164,41,23,16,34,26,14,3,28,15,24,26,100,14,10,22,24,64,52,64
Transport of Molybdenum,3,10,2,8,13,5,6,9,2,12,12,4,10,3,3,3,4,2,5,5,2,3,5,4,5,6,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,5,5,0,2,4,1,0,0,1,0,4,7,0,2,2,0,0,0,1
D-ribose utilization,7216,4977,3448,5958,8597,4198,4421,3698,2610,8642,7160,5053,9191,6463,5539,2845,2581,810,772,2612,2454,3635,3480,2836,2723,3290,3156,1144,1642,1214,1326,2395,1621,881,1175,703,1172,874,839,1676,903,706,1498,167,152,39,370,166,160,213,134,1,0,119,120,273,78,138,96,277,174,232,137,115,10,190,168,232,169,170,328,198,87,167,192,221,111,11,127,140,73,132,150,12156,11667,2009,1474,730,1749,2018,2236,238,1476,621,1278,759,2305,520,570,759,650,606,620,653
Predicted secretion system X,133,196,117,231,355,234,115,129,143,302,521,364,274,233,240,93,61,23,16,45,47,81,77,77,73,109,114,14,22,9,22,19,8,0,5,2,4,8,22,31,9,11,60,7,6,0,5,3,0,5,3,0,0,6,7,7,3,7,1,8,1,7,4,1,0,6,4,7,4,6,8,10,5,3,6,8,2,1,2,6,1,6,2,391,382,29,45,17,35,22,27,6,33,17,39,87,122,33,40,24,32,59,60,67
Spliceosome,2,2,1,3,3,0,3,0,1,6,0,0,1,2,0,0,0,1,0,0,0,1,1,1,3,2,4,1,2,3,0,0,2,0,0,0,2,2,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,6,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HtrA and Sec secretion,130,107,74,167,248,100,82,89,79,225,243,126,213,162,139,72,66,20,13,53,49,73,77,101,100,140,117,42,67,21,26,80,18,8,26,4,37,82,40,47,32,18,34,6,7,0,10,2,6,8,3,0,0,1,4,8,3,6,1,8,2,8,6,5,2,8,11,4,8,7,16,12,4,10,5,11,7,0,7,5,4,7,6,369,358,51,43,22,35,84,73,6,38,20,36,27,95,19,17,21,24,25,30,30
Leucine Biosynthesis,1,1,1,1,3,2,1,2,1,0,1,2,1,1,1,2,2,0,1,1,0,0,1,5,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
MazEF toxin-antitoxing (programmed cell death) system,285,352,213,326,560,333,266,211,160,550,573,418,502,385,309,139,135,45,44,179,165,239,216,86,96,123,125,110,77,43,19,51,113,94,99,156,134,82,25,33,14,25,58,1,1,1,3,0,5,2,0,0,0,2,2,3,0,3,1,3,5,3,4,2,0,2,4,2,3,2,5,3,2,1,5,7,0,1,4,5,0,0,1,324,323,93,81,44,102,82,115,8,62,41,84,77,160,36,49,70,38,84,89,78
Proteasome eukaryotic,67,39,22,44,79,24,28,22,23,143,64,15,58,44,19,18,16,9,3,12,9,15,16,56,47,50,57,7,31,11,13,33,6,2,4,4,13,14,14,19,6,1,8,2,3,0,4,0,2,1,2,0,0,1,1,1,1,3,2,2,0,3,1,1,0,0,2,7,1,0,3,1,0,3,2,0,0,0,2,2,1,0,2,85,95,16,9,4,14,7,6,0,0,2,4,6,9,3,4,3,2,4,5,4
Dimethylarginine metabolism,10,14,2,16,13,8,7,12,7,35,33,20,20,15,13,18,12,2,3,6,6,24,25,9,6,6,7,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,48,22,8,5,8,8,1,0,2,5,0,3,3,1,0,0,0,2,2,4
At1g01770,229,201,141,358,495,212,228,180,139,416,337,245,440,313,308,60,55,22,16,47,53,84,82,158,154,184,160,70,62,47,65,118,48,1,19,18,19,34,47,65,86,48,58,9,8,0,14,13,14,15,7,0,0,2,8,19,4,7,5,9,10,10,7,5,0,10,12,22,13,16,21,17,7,11,11,22,10,1,5,4,2,14,6,674,687,65,47,29,58,44,42,1,39,19,56,39,100,24,33,9,9,29,26,21
Ribonuclease H,486,297,215,516,489,265,395,248,154,739,545,401,862,591,505,222,196,63,65,174,177,285,272,243,240,306,291,163,182,177,178,302,142,221,281,142,398,252,100,184,147,113,217,25,21,4,72,38,28,31,29,0,1,21,16,40,12,17,13,41,28,42,19,21,1,28,33,40,50,41,42,41,14,29,25,34,26,0,29,28,13,23,26,969,922,217,157,85,187,182,186,18,122,53,166,75,263,69,59,93,92,74,47,66
Undefined!,685,572,403,637,936,522,482,448,363,1009,1020,832,1250,930,922,287,249,81,77,291,291,479,466,347,327,384,395,195,284,435,474,809,448,200,518,342,711,344,240,356,406,358,699,62,43,13,109,57,58,70,47,0,1,40,40,116,24,56,28,115,63,101,52,27,5,70,82,113,61,66,106,82,38,60,64,110,58,2,45,61,20,55,55,1500,1481,377,309,158,362,371,332,37,228,108,297,222,551,129,123,227,182,220,228,217
Sulfate reduction-associated complexes,15,10,6,16,34,3,12,10,12,24,22,23,13,12,10,5,2,2,1,18,22,33,33,3,1,1,3,48,2,1,0,0,0,0,3,1,2,0,0,1,0,0,7,0,0,0,3,1,2,3,1,0,0,1,1,1,1,0,1,2,1,3,1,0,0,2,3,3,2,1,3,0,3,0,0,4,2,0,2,0,0,0,0,94,96,30,40,20,39,50,76,9,74,42,90,71,233,34,36,112,102,173,160,177
Resistance to Vancomycin,132,73,67,153,132,91,101,64,36,142,129,84,332,225,216,23,18,3,5,21,22,38,37,39,33,57,51,19,21,128,103,219,12,104,75,36,85,23,31,38,92,39,25,13,14,5,49,16,20,15,17,0,0,14,10,12,6,13,12,23,11,29,15,11,3,9,18,21,12,13,21,14,5,10,12,7,11,0,7,13,3,8,13,480,455,150,82,38,170,115,24,5,73,29,78,43,76,35,28,51,35,13,16,8
Tagatose utilization,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Purine nucleotide synthesis regulator,22,24,7,19,32,15,8,12,6,18,14,14,28,18,19,11,5,6,4,2,3,4,9,5,2,9,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,16,5,3,2,4,2,6,1,1,3,2,4,5,1,3,0,3,1,3,0
O-Methyl Phosphoramidate Capsule Modification in Campylobacter,16,17,11,24,23,16,11,13,6,22,32,21,45,44,31,10,8,3,5,13,10,15,16,21,25,21,18,3,1,0,1,10,1,0,2,0,2,3,1,3,3,0,6,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,1,2,0,0,1,0,0,2,0,60,56,15,17,12,15,8,3,0,11,3,10,2,8,1,2,4,3,5,2,4
Biogenesis of cbb3-type cytochrome c oxidases,65,40,35,75,127,49,56,27,23,251,106,76,96,100,49,78,76,27,28,72,66,101,105,109,108,127,127,181,54,23,30,45,3,0,6,3,12,98,39,35,62,50,70,16,16,2,48,13,10,20,18,0,0,6,22,21,7,18,9,29,5,28,5,10,2,23,31,34,33,18,30,20,10,21,11,35,19,4,6,14,6,19,17,870,828,159,118,55,113,99,22,9,50,28,100,100,164,49,48,44,42,81,99,88
Unknown carbohydrate utilization containing Fructose-bisphosphate aldolase,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
Restriction-Modification System,7161,6280,4303,7767,11967,7138,5817,5014,4059,10533,12215,9776,13444,9990,9391,2800,2639,891,886,2982,2888,4615,4530,2781,2750,3625,3525,5697,4144,2490,2428,3870,11084,11387,10834,10512,11230,6231,1158,1910,1441,1406,1584,257,195,40,473,251,236,236,183,2,0,182,167,354,93,202,150,396,231,367,240,180,16,290,349,359,281,312,463,266,130,231,350,437,189,19,197,224,111,281,230,11288,11088,2550,2406,1294,2246,2714,3267,364,2101,980,1553,1399,4386,1034,947,1349,1106,2006,1989,2034
Utilization of glutathione as a sulphur source,921,1074,757,1426,1906,1112,853,810,700,1714,1933,1530,1949,1526,1535,508,484,154,149,471,452,699,685,608,562,772,724,390,595,227,233,478,137,174,163,90,151,86,342,510,371,347,370,59,45,7,95,43,49,53,55,1,0,39,41,79,33,40,41,86,47,85,35,24,4,48,67,55,58,63,108,69,31,53,93,76,30,3,36,36,12,45,57,2398,2310,234,148,78,211,157,91,20,125,43,168,96,258,66,64,57,47,66,79,62
At2g44920 At1g12250,2,1,1,4,3,1,2,1,1,5,4,1,4,2,2,2,2,0,1,2,0,1,0,2,3,1,1,0,0,9,8,6,1,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
Periplasmic Acid Stress Response in Enterobacteria,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
COG0523-Histidine,576,525,349,489,861,425,384,383,275,751,779,498,795,575,447,356,321,119,96,225,207,348,329,337,340,448,428,180,225,126,122,259,47,60,62,112,183,328,182,288,117,142,278,21,14,3,37,19,20,18,21,1,0,21,15,31,10,22,13,30,15,29,16,15,0,20,28,35,34,26,42,26,15,22,38,43,18,2,19,22,13,21,11,1328,1284,129,94,49,106,115,92,10,69,22,96,74,169,53,45,37,51,48,48,51
Teichuronic acid biosynthesis,110,127,93,130,226,88,75,67,79,152,185,135,213,180,166,50,50,24,20,61,66,92,74,62,72,87,74,9,10,11,12,26,18,90,14,17,10,14,12,11,8,14,16,3,0,1,1,1,0,1,0,0,0,1,2,4,0,0,0,4,1,0,0,0,0,0,0,1,3,2,3,1,0,0,3,3,1,0,2,0,0,2,1,281,271,58,50,26,56,41,47,8,37,25,38,25,68,20,14,11,18,22,25,22
Unknown carbohydrate utilization ( cluster Ydj ),1,4,1,1,6,2,2,3,1,4,3,3,5,5,1,4,2,1,0,0,1,1,2,5,1,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,13,0,1,0,1,3,0,0,0,1,2,0,2,1,1,1,0,2,0,2
At2g25870,2,0,1,0,0,1,1,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Riboflavin transporters,7,3,3,11,8,6,7,3,2,15,6,1,10,6,11,18,13,3,1,4,3,12,6,24,15,20,19,0,0,1,3,4,1,0,6,5,6,11,0,2,0,2,1,0,0,0,0,2,0,1,1,0,0,1,1,2,0,0,1,1,2,4,2,1,0,3,2,0,3,3,4,0,0,0,0,0,1,0,1,2,0,1,0,36,32,16,19,13,20,5,3,2,3,0,8,10,13,2,7,2,2,1,6,8
RtcB RtcA,1073,958,621,1202,1871,918,772,731,618,1663,1592,1324,1895,1423,1253,375,363,102,124,401,405,592,573,345,327,442,424,437,361,464,400,592,253,95,442,338,209,91,234,423,370,355,681,54,38,7,81,35,38,45,37,0,0,34,34,40,25,36,29,100,48,64,52,32,2,49,50,58,37,55,101,39,35,50,63,72,34,2,45,46,20,50,44,1574,1542,277,232,109,260,293,384,36,216,115,247,163,464,112,118,165,146,168,168,151
Two-component regulatory systems in Campylobacter,10,7,3,11,16,8,12,11,3,14,22,9,36,13,15,5,1,0,0,2,2,7,8,3,3,5,6,7,5,6,1,10,18,0,6,6,6,5,8,12,10,11,10,2,1,1,2,2,1,1,2,0,0,0,1,1,0,0,1,3,0,1,0,1,0,1,0,1,2,1,2,1,1,0,0,3,1,0,2,1,1,2,1,20,22,2,3,1,4,3,1,0,4,2,5,7,3,1,2,2,3,3,6,1
Respiratory complex III (cytochrome b-c1) in plants,2003,1297,800,2008,2422,1179,1326,876,713,2970,2069,1683,3109,1820,1596,1048,941,292,319,968,943,1594,1534,1060,1047,1322,1276,718,758,616,560,1225,348,520,754,491,1094,568,462,837,523,395,981,83,90,20,285,94,118,115,112,0,2,64,79,154,47,90,86,161,89,150,98,71,5,149,144,131,132,125,217,110,53,129,125,133,59,10,80,93,48,92,87,3669,3538,765,536,263,660,1061,1704,105,622,265,589,358,1023,233,240,421,342,382,369,416
Xanthosine utilization (xap region),2,7,6,4,9,7,3,4,1,5,9,4,6,5,5,4,3,0,2,1,0,2,4,5,11,3,5,1,4,4,1,7,1,0,3,0,0,10,2,2,4,1,14,1,0,0,2,1,2,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,2,1,1,2,0,1,0,0,0,0,0,1,0,0,0,12,14,3,4,2,5,0,0,0,4,1,9,0,1,6,2,1,0,0,1,1
UDP-glucose and UDP-galactose biosynthesis in plants,1947,1794,1285,2334,3125,1752,1522,1289,1152,2821,2815,2508,3692,2976,2918,706,685,255,236,715,706,1030,1019,1028,987,1219,1203,1036,1107,1037,1170,2009,1858,1073,2065,1308,2131,1137,623,1004,899,840,1369,164,135,29,363,171,126,172,109,0,1,106,143,292,77,152,102,251,163,217,171,130,18,206,221,249,217,180,345,216,86,138,205,236,123,16,125,179,77,172,186,3892,3861,961,687,355,877,756,765,83,595,242,541,388,1105,279,265,320,252,402,442,401
A Hypothetical Protein Related to Proline Metabolism,520,501,328,639,851,367,419,365,326,818,807,689,1056,726,810,229,224,74,85,193,191,302,290,272,248,349,345,150,134,141,132,237,170,347,194,124,248,265,98,131,117,98,185,26,24,3,55,18,33,34,21,0,0,14,13,22,8,22,10,43,28,32,35,23,2,41,43,37,30,23,31,32,7,20,27,24,19,0,22,16,9,21,21,1201,1146,241,230,94,234,338,388,33,204,102,172,107,344,80,91,81,72,110,98,115
Butanol Biosynthesis,36,11,7,26,9,6,20,3,1,170,20,7,43,24,4,131,122,48,43,92,88,168,171,267,266,335,332,80,44,10,35,30,2,8,0,1,5,4,159,248,368,373,224,48,34,19,88,48,23,36,19,0,1,30,17,59,18,47,24,89,63,66,33,35,2,59,54,37,47,49,75,56,21,35,28,79,54,3,32,44,12,59,45,1390,1380,80,47,19,86,39,47,13,101,53,61,56,150,35,41,38,43,133,113,132
Pyruvate:ferredoxin oxidoreductase,235,248,159,315,411,329,244,200,235,554,620,481,467,344,427,64,59,18,19,172,167,222,227,36,29,41,39,258,45,85,60,141,47,4,40,4,13,4,38,57,86,172,243,27,27,4,47,20,24,34,27,0,0,20,41,38,12,19,18,43,22,41,33,21,2,22,30,33,37,23,34,25,17,36,23,53,21,0,19,25,16,27,19,729,696,112,131,62,164,347,388,40,228,110,320,234,552,108,148,219,200,233,251,246
Quinohemoprotein amine dehydrogenase maturation,10,7,9,20,44,17,12,10,4,35,28,20,18,23,14,5,5,5,4,7,5,11,12,10,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,22,6,5,5,7,26,28,1,4,3,1,2,3,3,1,2,1,0,4,0
Ubiquinone Menaquinone-cytochrome c reductase complexes,0,0,0,1,1,1,1,1,1,0,1,3,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
NADH-dependent reduced ferredoxin:NADDP+ oxidoreductase,200,174,131,309,308,149,169,121,96,246,298,186,507,382,411,30,31,5,10,35,39,64,65,61,62,83,74,28,38,189,145,300,120,286,381,326,411,60,36,36,72,65,35,17,5,4,38,14,21,16,15,0,0,15,15,13,7,6,15,27,18,18,18,9,3,16,11,21,14,12,25,20,7,13,15,15,6,1,8,16,3,9,22,514,500,162,100,58,137,103,72,10,93,40,78,39,94,31,21,40,29,37,38,36
Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate),206,131,96,158,244,115,116,114,84,241,197,189,183,136,131,52,58,21,16,68,72,119,104,73,72,93,86,55,56,4,11,28,12,0,13,10,14,17,42,84,27,42,96,3,0,2,9,6,6,4,6,1,0,2,3,6,2,3,3,7,9,10,4,3,1,8,3,10,7,9,14,13,3,4,14,18,5,0,1,4,4,2,3,338,334,31,32,16,39,11,3,2,18,4,24,28,57,21,22,11,12,24,16,26
Commensurate regulon activation,0,1,5,8,10,8,0,2,0,2,1,7,4,8,4,2,2,0,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,29,32,2,0,2,2,3,1,0,1,1,4,0,5,3,2,0,0,3,2,0
Toxin-antitoxin replicon stabilization systems,2,7,1,2,7,7,0,2,4,2,6,21,12,6,3,0,1,0,0,0,0,1,0,2,1,1,2,8,1,0,0,1,2,6,4,2,5,4,1,2,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,5,2,1,0,1,1,14,1,9,6,6,1,6,1,0,0,0,2,0,0
Zinc resistance,3454,3326,2217,3754,5114,2899,2584,2378,1822,5251,6262,4166,6502,4822,4787,2118,1883,591,613,2140,2006,3037,2952,2337,2202,2824,2691,1160,1170,445,910,1240,1140,134,763,425,715,424,816,1310,907,1173,1879,169,121,37,186,132,89,184,85,0,0,86,119,326,58,183,94,262,147,249,137,99,15,163,206,278,200,202,289,197,111,170,248,284,159,15,127,137,77,203,164,7646,7413,1542,1303,707,1368,902,830,171,1114,496,1052,919,2847,543,614,592,531,1120,1105,1139
Group II intron-associated genes,1968,1776,1075,1366,2386,1243,1447,1253,763,3592,2671,1672,2479,1341,1072,1524,1473,489,467,1034,1002,1756,1760,829,789,1004,1022,921,411,140,105,131,327,141,318,171,528,178,212,413,153,190,1143,22,12,1,20,7,17,15,14,0,0,9,13,13,5,8,19,36,23,26,13,10,0,13,12,21,9,16,19,9,3,15,84,59,5,1,15,12,6,12,22,2656,2616,137,130,71,153,115,395,17,112,41,107,97,205,58,57,108,72,65,80,79
YgfZ-Fe-S,41,35,30,33,64,34,35,24,34,61,66,58,53,52,36,39,28,13,13,43,38,65,60,21,22,29,31,17,16,8,3,10,20,0,9,9,17,17,7,11,7,10,15,2,0,2,1,0,0,0,2,0,0,2,0,5,2,2,2,0,0,0,0,1,0,1,1,1,2,0,1,3,0,0,1,2,1,0,1,3,1,0,2,49,59,9,9,5,16,29,45,3,18,6,11,14,37,7,12,12,7,22,22,20
Single-Rhodanese-domain proteins,24,13,3,35,39,19,25,13,10,70,27,17,47,23,24,9,8,8,3,6,4,10,10,53,56,66,68,29,48,28,38,67,116,179,82,19,74,174,22,24,38,8,14,2,1,0,5,4,0,5,1,0,0,3,3,4,0,3,2,0,5,5,1,1,0,6,4,4,4,4,4,3,4,6,2,2,0,1,1,3,2,3,3,149,149,20,11,8,8,7,3,4,6,7,3,4,8,2,1,0,1,3,2,1
tRNA processing,2917,2261,1411,2932,3650,1703,2231,1771,1112,4140,3553,2488,5017,3338,2973,1141,1013,337,320,867,818,1278,1248,1459,1463,1787,1693,741,769,1015,954,1842,1029,1220,1575,1038,1877,1083,508,730,796,603,790,122,112,26,314,122,108,160,95,0,0,89,85,187,56,92,88,221,114,178,116,102,10,145,157,155,101,134,226,149,64,116,117,163,102,7,107,129,46,127,98,6199,5909,1009,722,388,927,1012,1051,140,723,296,547,403,946,288,259,309,274,339,319,312
Ribonuclease P archaeal and eukaryal,0,2,0,0,0,0,0,1,0,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,2,15,12,4,2,11,1,1,6,3,2,1,2
Ribonucleotide reduction,3693,3298,2214,4469,5867,3323,2801,2527,1906,5258,5519,4538,6424,5234,4790,1448,1375,489,468,1333,1313,2074,2055,1637,1623,2189,2126,2078,1949,1997,1902,3486,1869,2709,3745,3098,4140,1414,1115,1891,1532,1467,2582,288,230,46,596,259,249,319,218,2,1,195,203,389,100,216,190,418,226,431,261,172,15,315,388,419,268,318,474,292,179,300,342,415,226,17,217,243,137,273,243,7070,6965,1429,1191,667,1324,1708,2065,198,1152,477,1045,698,2114,469,491,667,567,746,743,708
