,G1-Ah,G1-Bw,G1-Cox,G11-Ah,G11-Bw,G11-Cox,G2-Ah,G2-Bw,G2-Cox,G3a-Ah,G3a-Bw,G3a-Cox,G9-Ah,G9-Bw,G9-Cox,Ah-1-1,Ah-1-2,Ah-2-1,Ah-2-2,II-P-1-1,II-P-1-2,II-P-2-1,II-P-2-2,Of-1-1,Of-1-2,Of-2-1,Of-2-2,arctic_tundra_TL1,boreal_forest_BZ1,hot_desert_MD3,hot_desert_SF2,hot_desert_SV1,polar_desert_EB017,polar_desert_EB019,polar_desert_EB020,polar_desert_EB021,polar_desert_EB024,polar_desert_EB026,temeprate_coniferous_forest_DF1,temeprate_deciduous_forest_CL1,temeprate_grassland_KP1,tropical_forest_AR3,tropical_forest_PE6,2012_10_Soy_No,2012_11_Corn_Yes,2012_12_Soy_Yes,2012_13_Corn_Yes,2012_14_Soy_Yes,2012_15_Corn_Yes,2012_16_soy_Yes,2012_17_Corn_Yes,2012_18_soy_Yes,2012_19_Corn_Yes,2012_1_corn_No,2012_20_Soy_Yes,2012_2_Soy_No,2012_3_corn_No,2012_4_Soy_No,2012_5_Corn_No,2012_6_Soy_No,2012_7_corn_No,2012_8_Soy_No,2012_9_Corn_No,2013_11_Soy_Yes,2013_12_Corn_Yes,2013_13_Corn_Yes,2013_14_Corn_Yes,2013_15_Soy_Yes,2013_16_Corn_Yes,2013_17_Soy_Yes,2013_18_Corn_Yes,2013_19_Soy_Yes,2013_1_Soy_No,2013_20_Corn_Yes,2013_23_forest,2013_24_forest,2013_2_Corn_No,2013_3_Soy_No,2013_5_Soy_No,2013_6_Corn_No,2013_7_Soy_No,2013_8_Corn_No,2013_9_Soy_No,ERR1104480.fastq.gzaligned,ERR1104481.fastq.gzaligned,ERR476938_1.fastq.gzaligned,ERR476939_1.fastq.gzaligned,ERR476940_1.fastq.gzaligned,ERR476941_1.fastq.gzaligned,ERR476942_1.fastq.gzaligned,ERR476943_1.fastq.gzaligned,ERR476944_1.fastq.gzaligned,ERR476945_1.fastq.gzaligned,ERR476946_1.fastq.gzaligned,ERR481108_1.fastq.gzaligned,ERR481109_1.fastq.gzaligned,ERR481110_1.fastq.gzaligned,ERR481111_1.fastq.gzaligned,ERR481112_1.fastq.gzaligned,ERR515173_1.fastq.gzaligned,ERR515174_1.fastq.gzaligned,ERR515176_1.fastq.gzaligned,ERR515177_1.fastq.gzaligned,ERR515178_1.fastq.gzaligned
Putative two-component sensor histidine kinase,2,2,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,2,0
Putative two-component system response regulator YedW,3,1,1,2,5,6,0,2,2,6,4,6,3,4,3,2,1,1,0,0,0,0,0,1,1,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3,3,1,0,0,1,1,1,3,2,0,0,1,0,0
Putative two-domain glycosyltransferase,67,89,43,101,122,57,44,59,48,114,161,86,128,103,79,25,26,13,5,30,21,52,51,41,52,66,61,12,8,7,8,21,29,7,19,5,24,95,9,6,9,2,6,1,0,0,2,0,0,0,0,0,0,1,0,2,0,4,1,2,0,3,2,0,0,0,1,2,2,1,2,1,0,0,1,2,1,0,1,0,0,2,3,230,224,24,18,14,16,24,10,0,14,12,21,21,54,11,11,19,10,24,35,27
Putative ubiquinol-cytochrome c reductase complex core protein I (subunit COR1),0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Putative ubiquinol-cytochrome c reductase complex core protein II (subunit COR2),2,5,0,3,1,0,0,1,0,3,6,1,2,1,4,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Putative unsaturated glucuronyl hydrolase,1,0,0,3,1,1,0,0,0,6,7,1,4,2,2,2,1,1,0,0,1,6,6,3,6,8,7,2,2,1,0,1,0,0,0,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,8,3,0,1,1,4,0,0,0,1,0,2,3,1,0,1,1,0,1,0
Putative xanthosine permease,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Putative xylulose kinase (EC 2.7.1.17),142,99,81,146,203,79,70,65,36,124,119,113,138,79,93,26,25,4,8,35,32,36,38,21,18,19,15,4,13,36,15,37,2,10,14,8,4,1,7,19,7,2,10,4,1,0,3,1,2,3,4,0,0,0,1,0,0,0,2,3,2,0,2,2,0,1,1,3,0,1,0,4,0,2,0,2,1,0,0,0,1,0,0,151,136,44,22,14,60,45,6,0,27,7,8,7,12,3,4,3,1,0,0,2
Putative Zn-dependent hydrolase in polyisoprenoid biosynthetic cluster,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,6,0,4,2,1,0,2,0,1,1,0,1,4,1
PutR_ transcriptional activator of PutA and PutP,7,10,4,10,11,13,7,10,5,7,20,13,11,8,4,11,11,0,1,1,1,2,0,4,5,6,8,1,4,4,3,15,0,0,0,0,0,8,3,11,5,2,2,2,1,1,3,0,0,3,1,0,0,0,0,1,1,1,0,3,0,1,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,1,2,1,1,0,45,40,5,3,3,1,13,33,1,4,1,3,1,4,0,3,1,3,1,2,0
Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2),205,173,124,287,376,236,156,137,131,436,398,263,434,351,342,138,136,37,43,85,79,116,124,160,151,198,189,120,137,88,87,206,35,30,110,24,109,66,99,150,122,74,166,17,15,3,37,18,19,13,15,1,0,15,12,34,7,14,12,24,19,21,17,16,1,16,26,19,23,20,32,16,6,15,20,17,13,0,16,22,6,15,17,860,842,134,115,39,96,86,30,6,53,21,117,54,140,45,45,65,72,28,21,18
Putrescine aminotransferase (EC 2.6.1.82),98,81,67,80,115,50,108,67,36,189,130,73,151,114,123,9,12,1,4,11,9,30,27,9,9,7,8,11,11,6,7,19,34,0,14,1,10,0,7,11,9,9,27,2,1,0,2,3,3,0,1,0,0,2,1,3,1,1,2,2,1,0,2,1,0,3,1,4,0,3,1,0,0,0,2,4,1,0,0,1,2,1,0,59,53,10,10,5,10,6,9,0,6,3,10,4,18,6,6,8,1,3,4,7
Putrescine carbamoyltransferase (EC 2.1.3.6),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,4,0,0,0,0,2,1,0,0,2,0,0,0,0,1,0,0,1,1,1
Putrescine importer,271,227,164,207,334,199,179,190,63,585,434,204,311,177,159,125,107,46,38,101,101,178,177,81,71,98,82,92,56,30,19,36,3,5,6,0,18,3,16,54,16,10,119,5,3,1,9,2,2,5,3,0,0,2,4,4,0,0,3,6,3,13,4,1,0,3,3,2,4,4,7,11,1,1,8,5,2,0,6,4,3,6,6,244,211,14,8,6,11,26,69,2,21,13,20,20,57,15,9,20,20,18,13,17
Putrescine transport ATP-binding protein PotA (TC 3.A.1.11.1),718,728,541,1026,1298,823,560,605,472,1236,1370,1073,1600,1250,1310,314,290,94,84,333,321,440,428,351,356,427,406,251,315,288,311,446,294,104,357,162,240,158,240,346,322,389,432,86,38,12,153,55,49,54,43,1,1,36,49,75,28,53,50,101,64,109,63,36,5,69,67,70,64,42,92,73,23,52,79,86,32,6,57,47,31,50,58,1813,1744,310,283,144,250,202,169,24,171,79,229,157,401,84,92,94,98,111,104,95
Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2),321,285,183,387,517,300,254,197,175,558,484,303,620,435,466,125,116,34,45,93,107,144,132,163,172,209,199,113,157,109,121,218,81,41,180,74,151,77,130,216,142,119,185,48,22,0,83,17,36,38,28,0,0,11,20,40,12,16,19,60,29,46,41,21,3,44,32,25,24,24,55,27,25,20,25,44,24,1,24,31,13,24,42,956,973,189,154,71,126,95,46,11,94,32,119,63,216,38,53,83,54,34,36,42
Putrescine transport system permease protein PotH (TC 3.A.1.11.2),147,154,74,208,283,141,121,103,89,296,285,182,332,242,271,87,78,29,18,52,55,95,93,100,104,151,131,76,102,72,76,154,58,40,144,45,94,41,59,102,111,54,140,18,13,3,51,30,15,13,12,0,0,15,8,17,6,13,11,22,11,26,17,13,0,26,24,17,15,11,25,21,7,14,26,14,16,1,15,9,4,13,17,675,669,110,81,37,100,56,21,7,54,14,77,44,104,27,41,45,32,14,14,12
Putrescine transport system permease protein PotI (TC 3.A.1.11.2),118,83,69,180,234,149,79,66,69,245,212,175,307,197,215,71,65,18,14,40,35,63,63,75,65,100,115,59,79,79,67,132,33,39,108,31,87,25,64,95,68,37,76,23,16,5,45,13,15,13,12,0,0,4,13,13,5,6,8,30,15,22,5,12,1,13,13,14,22,10,25,22,12,12,17,20,9,1,10,19,3,8,20,495,467,92,59,45,85,36,27,9,39,23,68,37,123,29,38,26,21,22,9,14
Putrescine utilization regulator,14,22,7,18,28,21,13,14,8,22,36,19,23,10,20,5,10,0,1,1,1,5,6,7,10,18,13,2,9,0,1,5,0,0,0,0,1,0,3,8,8,1,14,4,0,0,1,0,0,1,1,0,0,0,0,2,1,1,0,1,1,2,1,1,0,0,1,0,2,1,1,3,0,2,3,4,3,0,2,0,1,0,0,53,61,6,2,7,2,2,0,1,2,0,3,2,4,0,0,1,1,0,0,1
Putrescine/proton symporter_ putrescine/ornithine antiporter PotE,6,1,0,0,1,0,3,0,0,4,0,0,7,0,2,16,11,2,2,10,10,23,21,14,14,20,20,1,2,0,1,0,0,0,0,0,0,0,20,20,23,27,16,1,3,1,16,3,5,7,4,0,0,2,4,7,5,8,2,11,10,11,6,3,0,5,8,7,6,2,9,7,1,3,6,17,2,0,4,5,1,2,9,110,104,2,5,1,3,1,0,0,4,0,10,7,16,5,5,0,2,1,1,0
Putrescine-ornithine antiporter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PvdE_ pyoverdine ABC export system_ fused ATPase and permease components,4,7,3,1,3,5,4,1,1,3,2,1,3,3,1,2,3,0,1,1,0,2,1,3,4,2,1,1,0,1,0,5,0,0,0,3,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
PvdO_ pyoverdine responsive serine/threonine kinase (predicted by OlgaV),38,46,25,47,81,35,38,29,21,65,53,38,68,44,28,25,27,6,9,16,16,32,34,18,16,31,25,4,5,2,2,5,1,0,1,0,1,4,2,7,6,2,18,1,0,0,2,0,0,1,0,0,0,1,2,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,2,136,111,9,6,1,7,5,1,0,2,5,5,2,5,3,1,0,1,0,4,6
Pyochelin biosynthetic protein PchC_ predicted thioesterase,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pyochelin synthetase PchF_ non-ribosomal peptide synthetase module,0,1,0,1,0,0,0,0,2,3,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyoverdin biosynthesis protein PvdH_ L-2_4-diaminobutyrate:2-oxoglutarate aminotransferase (EC 2.6.1.76),0,0,2,1,1,0,1,0,0,5,0,0,1,0,0,1,1,0,0,3,0,4,4,2,1,0,0,0,1,0,2,1,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pyoverdin biosynthesis protein PvdN_ putative aminotransferase_ class V,2,4,1,3,6,7,1,6,8,2,13,6,8,7,7,6,4,0,1,5,7,3,7,5,2,7,8,0,1,4,0,1,0,0,5,5,1,1,1,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,19,18,1,1,2,4,3,0,0,1,0,2,1,0,0,0,0,0,1,0,0
Pyoverdine biosynthesis related protein PvdP,4,0,0,0,0,0,1,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyoverdine chromophore precursor synthetase PvdL,18,11,8,12,13,11,9,2,4,14,8,5,15,5,10,4,1,1,1,4,1,9,6,3,9,7,6,3,10,6,6,12,7,0,5,2,5,3,4,3,5,1,36,4,2,2,2,0,0,1,1,0,0,1,0,4,1,0,0,2,0,2,0,1,0,0,0,0,3,2,1,0,0,0,2,0,0,0,0,1,0,0,0,18,24,10,6,2,7,10,2,1,1,0,1,2,5,0,1,1,0,1,1,1
Pyoverdine efflux carrier and ATP binding protein,10,5,5,6,3,3,5,8,4,7,6,8,5,4,8,3,1,1,0,3,1,2,3,3,2,5,6,1,2,1,0,3,0,0,2,3,0,0,0,1,2,1,6,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,6,6,0,2,1,1,3,0,0,1,0,2,1,2,0,0,1,1,0,1,0
Pyoverdine sidechain non-ribosomal peptide synthetase PvdD,10,5,3,12,14,3,4,12,4,13,5,14,21,15,12,2,2,0,0,3,3,8,7,2,2,12,10,2,5,5,13,11,7,1,4,1,5,0,2,5,1,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,1,1,2,2,1,1,2,1,2,3,2,0,0,1,0,1,0,0,26,14,7,2,1,3,11,2,0,4,0,3,3,4,1,0,2,3,2,0,0
Pyoverdine sidechain non-ribosomal peptide synthetase PvdI,12,4,0,7,9,4,6,3,2,5,9,6,16,6,4,5,2,1,2,4,1,3,3,1,2,5,5,1,3,4,4,7,5,0,1,0,1,1,1,3,3,4,6,1,0,0,1,0,0,2,1,0,0,0,3,1,0,1,1,0,1,2,1,0,0,1,1,3,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,11,16,5,3,2,2,12,1,0,2,0,1,1,1,1,1,1,1,0,1,0
Pyoverdine sidechain non-ribosomal peptide synthetase PvdJ,9,6,16,15,8,2,9,9,7,15,15,5,19,12,13,4,2,0,0,4,4,2,2,7,7,4,10,2,2,5,9,13,6,0,0,0,3,2,3,7,2,6,7,0,0,0,1,1,2,0,0,0,0,1,0,3,0,0,0,2,1,2,0,0,0,0,2,1,1,3,1,1,0,0,2,0,0,0,1,1,0,0,0,12,13,3,2,0,5,10,1,2,0,0,2,2,1,1,0,0,0,0,0,1
Pyoverdine synthetase PvdF_ N5-hydroxyornithine formyltransferase,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pyoverdine-specific efflux macA-like protein,3,1,4,6,9,2,1,2,2,1,1,3,8,5,1,0,0,0,0,1,1,1,2,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,2,0,0,0,1,0,1,2,0,2,0,2,0,1,0
Pyridine nucleotide-disulphide oxidoreductase associated with reductive pyrimidine catabolism,146,97,93,139,262,133,92,90,68,223,194,137,145,107,62,95,86,35,31,80,79,127,121,119,114,142,131,73,98,25,36,70,130,4,86,35,89,87,25,74,33,21,76,4,8,0,15,5,3,4,0,1,0,2,1,5,3,2,3,4,4,11,1,3,1,10,8,9,3,10,8,5,3,7,10,6,10,1,3,9,6,3,4,253,244,28,30,19,20,25,94,2,21,7,24,23,61,13,16,6,4,10,9,14
Pyridoxal kinase (EC 2.7.1.35),111,77,48,88,122,75,66,48,27,149,126,65,114,87,58,71,64,10,16,47,40,36,32,57,58,65,61,27,33,65,34,102,6,5,18,7,12,6,9,34,18,10,38,2,8,4,12,5,5,16,5,0,0,2,7,13,4,4,8,10,5,10,6,2,0,3,14,2,8,3,17,13,0,6,8,8,2,1,4,4,1,4,4,296,310,35,22,17,36,19,17,3,27,6,18,8,33,10,11,2,3,6,2,2
Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5),677,561,403,831,1091,581,545,450,332,969,831,760,1405,990,927,223,208,59,51,199,198,317,300,252,248,342,342,156,159,166,213,402,262,177,256,191,340,252,121,189,212,156,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,1201,315,189,100,269,294,173,23,200,81,163,84,211,62,76,70,71,51,64,63
Pyridoxamine 5'-phosphate oxidase-related putative heme iron utilization protein,4,0,1,0,2,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyridoxamine-pyruvate aminotransferase (EC 2.6.1.30),26,16,20,23,29,7,25,22,12,24,30,25,30,23,32,3,2,2,5,3,2,5,4,3,3,5,5,2,3,2,0,9,2,0,3,0,1,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,16,19,3,5,2,0,3,4,0,3,0,3,3,3,1,2,0,1,0,2,2
Pyridoxine 5'-phosphate synthase (EC 2.6.99.2),363,280,204,409,559,306,236,230,166,473,574,448,644,585,503,213,191,51,51,133,136,235,241,282,268,321,316,146,220,108,165,248,420,135,239,99,221,326,122,172,128,143,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,853,153,139,77,129,160,155,21,117,47,101,68,219,42,63,49,30,97,76,84
Pyridoxine biosynthesis glutamine amidotransferase_ glutaminase subunit (EC 2.4.2.-),255,294,231,412,578,298,252,177,196,476,523,405,590,484,475,65,54,14,19,60,67,83,75,58,66,103,92,65,38,98,65,147,44,160,157,140,243,24,21,27,41,25,71,15,13,2,39,20,12,12,19,0,1,9,14,20,4,6,10,21,11,10,20,6,2,18,22,20,6,11,22,16,6,16,6,16,9,1,10,15,9,3,6,441,426,114,66,48,125,150,182,16,115,57,84,48,174,39,29,47,50,49,36,40
Pyridoxine biosynthesis glutamine amidotransferase_ synthase subunit (EC 2.4.2.-),449,445,340,659,888,447,410,318,312,775,697,594,967,752,739,82,84,22,22,111,93,171,169,90,95,134,133,253,208,395,310,529,206,412,662,464,830,106,102,184,184,184,353,69,40,6,141,49,50,43,37,0,0,35,45,50,23,22,34,74,46,82,48,34,1,51,62,54,52,41,81,43,20,40,57,64,35,4,33,35,15,42,42,713,700,210,122,76,200,230,335,28,241,86,144,91,259,80,65,80,77,54,64,65
Pyrimidine ABC transporter_ ATP-binding protein,95,80,55,110,190,87,63,65,41,96,117,88,134,114,113,18,20,7,6,30,31,37,37,29,34,40,39,19,47,16,27,35,23,13,37,15,25,17,36,55,12,27,36,10,7,0,12,6,2,1,6,0,0,4,0,6,0,7,3,3,4,8,6,3,2,3,6,4,5,1,9,6,3,9,7,8,4,0,0,6,0,6,4,157,162,29,21,14,19,17,13,3,8,2,6,4,27,10,10,8,1,10,13,14
Pyrimidine ABC transporter_ substrate-binding component,80,54,51,66,98,63,46,37,35,130,64,45,88,79,70,41,34,12,13,34,34,54,63,46,43,41,39,23,47,24,22,42,5,18,19,17,14,21,22,35,7,8,23,6,3,0,7,2,2,1,6,0,0,2,4,3,0,3,0,6,1,5,2,3,0,3,5,5,3,1,3,0,0,4,4,3,1,1,2,4,1,3,1,123,117,16,14,5,7,12,3,1,3,3,3,13,12,7,3,5,2,2,7,5
Pyrimidine ABC transporter_ transmembrane component 1,27,25,8,25,56,17,23,23,17,56,44,25,40,42,41,14,11,1,5,12,11,16,13,19,20,25,21,9,12,8,14,16,1,6,5,4,5,4,10,11,5,3,3,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,1,1,0,0,1,0,1,0,2,0,1,5,1,0,0,1,2,0,0,0,0,0,1,0,92,86,15,12,4,6,9,1,1,3,2,3,2,10,2,0,2,2,1,7,1
Pyrimidine ABC transporter_ transmembrane component 2,27,9,30,30,53,23,13,13,21,32,45,33,41,37,44,9,7,10,4,9,8,21,15,19,20,12,18,17,37,9,20,18,3,3,4,2,5,3,15,14,7,3,10,0,0,0,1,2,1,2,0,0,0,0,1,1,0,1,0,2,1,3,2,0,0,0,1,0,0,1,1,0,0,2,2,4,0,0,1,2,3,0,2,84,69,8,9,6,9,4,1,0,7,2,8,5,12,3,2,2,0,4,2,2
Pyrimidine deoxynucleoside triphosphate (dYTP) pyrophosphohydrolase YfoO,0,0,0,0,0,2,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2),353,468,376,638,987,563,411,364,376,750,856,745,907,747,761,135,115,48,42,104,88,163,149,181,174,224,216,148,141,128,120,174,209,65,147,108,112,63,52,110,70,70,224,19,11,2,26,8,10,17,13,0,0,11,14,19,9,11,12,24,16,19,17,13,1,21,21,25,23,20,28,24,4,9,18,36,9,1,13,19,6,13,15,571,545,140,130,59,112,99,97,13,103,62,101,73,214,42,33,37,42,78,84,61
Pyrophosphate-dependent fructose 6-phosphate-1-kinase (EC 2.7.1.90),227,166,141,301,382,206,186,142,126,387,309,230,478,305,274,125,107,30,25,84,87,115,117,114,113,157,144,138,67,56,78,157,72,75,154,122,205,77,59,77,77,63,121,20,10,3,49,19,14,21,16,0,1,13,12,33,9,12,19,32,17,24,25,13,2,21,28,28,26,34,33,25,11,19,23,24,16,0,11,17,4,19,13,605,565,130,88,49,123,163,137,18,123,32,65,48,130,40,33,71,50,59,57,62
Pyrophosphate-energized proton pump (EC 3.6.1.1),1947,1794,1285,2334,3125,1752,1522,1289,1152,2821,2815,2508,3692,2976,2918,706,685,255,236,715,706,1030,1019,1028,987,1219,1203,1036,1107,1037,1170,2009,1858,1073,2065,1308,2131,1137,623,1004,899,840,1369,164,135,29,363,171,126,172,109,0,1,106,143,292,77,152,102,251,163,217,171,130,18,206,221,249,217,180,345,216,86,138,205,236,123,16,125,179,77,172,186,3892,3861,961,687,355,877,756,765,83,595,242,541,388,1105,279,265,320,252,402,442,401
Pyrophosphate-specific outer membrane porin OprO,39,18,12,29,45,18,19,13,12,32,22,27,41,25,28,14,13,7,5,14,12,22,20,52,55,66,70,0,4,0,0,6,4,2,3,2,1,3,3,0,4,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,2,1,3,1,2,0,2,0,0,2,0,1,0,0,0,1,1,2,1,136,128,29,27,12,33,24,3,2,23,1,3,6,10,5,5,4,4,1,4,2
Pyrrolidone-carboxylate peptidase (EC 3.4.19.3),52,49,24,47,81,44,45,33,24,78,91,36,60,41,50,24,20,10,5,12,20,19,14,23,22,23,26,10,12,1,0,5,2,0,1,2,5,1,6,7,8,5,11,2,0,0,3,0,1,2,0,0,0,4,1,1,0,1,2,2,0,1,0,2,0,2,2,3,2,1,2,1,0,1,3,0,0,0,1,0,0,2,1,111,123,6,6,1,3,14,9,0,7,1,6,9,25,1,4,6,5,6,2,7
