Genus,G11.Ah,G11.Bw,G11.Cox,G1.Ah,G1.Bw,G1.Cox,G2.Ah,G2.Bw,G2.Cox,G3a.Ah,G3a.Bw,G3a.Cox,G9.Ah,G9.Bw,G9.Cox
Franconibacter,188,250,126,158,136,91,97,102,102,270,238,188,308,216,153
Frankia,51405,58517,29022,44631,31555,22291,35093,23331,18045,74303,47821,35907,95798,51528,45460
Frateuria,1485,2005,1054,1316,1131,884,1018,814,632,1998,1936,1378,2090,1473,1191
Fretibacterium,101,166,99,96,86,63,67,63,75,150,145,129,186,174,149
Friedmanniella,2692,3147,1669,2207,1577,1150,1877,1308,963,3766,2700,1975,6719,3696,5129
Frigoribacterium,3027,3944,2099,2212,1938,1392,1851,1531,1231,3622,3271,2504,4855,3377,3004
Frischella,40,76,38,48,41,22,42,34,23,60,68,52,76,51,40
Frondihabitans,994,1167,604,844,604,415,706,473,366,1351,977,773,1619,1043,863
Fructobacillus,160,206,105,134,104,72,73,85,84,201,200,145,233,165,130
Fuchsiella,38,66,33,27,25,25,16,19,24,44,54,47,61,57,38
Fucus,1,2,2,0,3,3,3,1,0,2,1,2,3,2,3
Fuerstia,2365,3971,2361,2101,2134,1355,1585,1560,1268,3339,3387,2666,3556,2655,2342
Fulvimarina,652,977,514,525,566,367,449,421,353,928,798,656,921,747,546
Fulvivirga,353,442,267,269,241,157,213,181,131,473,479,271,536,408,338
Fulvophyton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funneliformis,6,5,4,0,4,2,2,5,4,1,6,0,4,1,2
Fusarium,9048,13069,6831,7980,6598,4674,6176,5128,4190,13526,11703,8444,13973,10438,7890
Fusibacter,96,171,115,93,109,72,67,61,69,173,151,128,180,150,120
Fusicatenibacter,35,47,30,32,18,8,20,16,25,50,46,32,59,40,33
Fusobacterium,841,1108,630,672,567,432,543,436,382,1150,968,775,1174,893,660
Fusochloris,1,0,1,0,0,0,0,0,1,0,2,1,0,0,1
Gabonia,7,14,7,4,16,13,8,13,4,30,17,17,16,6,8
Gabonibacter,11,13,4,8,12,6,12,7,3,19,13,15,20,6,9
Gaetbulibacter,65,77,45,53,48,31,39,20,18,109,78,56,92,77,49
Gaeumannomyces,2285,3046,1734,1794,1499,1113,1420,1260,1015,2975,2675,2022,3378,2602,2212
Gaiella,9972,8466,2494,1516,1881,1721,2166,2049,1638,2080,5977,4073,17362,15807,20338
Galaxaura,1,4,1,3,0,1,1,2,0,2,3,2,5,2,0
Galbibacter,84,120,55,57,58,41,47,40,48,96,126,80,113,80,52
Galdieria,355,466,233,341,266,175,244,210,125,518,455,341,537,392,314
Galerina,2084,2577,1437,1495,1420,1051,1162,997,832,2743,2783,1756,3028,2188,1654
Gallaecimonas,430,587,384,378,350,234,277,271,195,642,624,440,633,453,381
Gallibacterium,225,367,231,209,178,132,153,176,131,325,347,239,397,284,208
Gallionella,885,1367,873,766,751,563,572,602,485,1385,1547,1209,1338,956,840
Gambierdiscus,21,35,21,13,27,18,23,21,14,35,43,24,21,25,19
Ganoderma,7,11,2,5,14,4,4,3,5,13,14,5,19,13,5
Garciella,73,119,57,72,45,25,28,44,22,80,95,71,91,83,61
Gardnerella,214,389,200,232,179,140,175,167,124,388,342,219,381,237,203
Gayadomonas,132,186,99,113,96,88,71,83,39,183,137,136,189,159,101
Gayralia,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Geastrum,1,2,1,2,0,0,1,0,0,0,0,3,0,1,0
Geitlerinema,934,1351,717,838,722,497,621,549,445,1286,1212,956,1404,1088,947
Gelatoporia,1534,1905,983,1081,938,715,920,728,577,2139,1781,1316,2296,1631,1423
Gelidibacter,148,202,107,123,112,57,116,104,67,217,216,141,300,191,148
Gelidium,7,12,8,5,4,1,6,2,2,8,12,9,8,5,2
Gemella,126,206,95,127,100,47,77,87,52,205,211,133,209,168,114
Geminella,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Geminicoccus,1127,1687,831,1138,923,647,792,667,515,1554,1488,995,1758,1225,1050
Geminocystis,392,542,329,382,280,246,300,231,225,594,564,395,694,495,445
Gemmata,15325,25860,14550,16027,14648,9845,10809,10771,9030,19406,19896,17198,22087,17431,14140
Gemmatimonas,20836,23140,13386,9459,11464,9475,9288,10881,9320,23755,29097,25405,32059,21559,26881
Gemmatirosa,13473,14891,8418,6890,7020,5893,6433,6718,5469,13769,17383,15449,23570,14063,16244
Gemmiger,53,83,30,46,32,28,23,31,30,67,66,50,74,63,52
Gemmobacter,896,1291,645,716,643,455,556,521,383,1155,1087,812,1221,939,771
Geoalkalibacter,799,1190,680,702,621,390,511,530,363,1126,1212,853,1260,998,938
Geobacillus,1058,1552,778,843,796,598,743,670,521,1382,1390,1016,1594,1155,1030
Geobacter,5468,7744,4448,4882,4454,3047,4002,3462,2735,7524,7945,5949,8635,6425,5984
Geodermatophilus,15937,18436,9105,13199,9759,7023,10862,7511,5675,22522,15055,11439,31368,17048,15039
Geofilum,184,264,163,127,127,79,115,73,70,247,226,192,234,199,163
Geoglobus,122,225,149,120,123,103,73,76,70,161,191,149,224,194,153
Geopsychrobacter,367,553,332,342,289,198,259,253,215,512,522,396,574,482,424
Georgenia,641,858,490,520,433,299,473,334,296,839,760,615,1236,813,669
Geosporobacter,217,342,217,195,180,126,179,135,102,323,295,258,340,304,254
Geothermobacter,404,579,333,308,329,268,285,225,171,503,545,462,618,516,461
Geothrix,1230,1459,873,989,973,589,780,697,627,1449,1807,1320,1955,1480,1418
Geotoga,46,82,49,41,39,28,24,24,34,64,62,42,88,63,43
Geotrichum,509,689,345,419,353,231,325,272,192,744,618,414,699,541,433
Geovibrio,175,225,136,124,114,111,109,112,108,219,238,175,231,198,184
Giardia,1310,1730,923,1033,889,629,835,716,544,1680,1608,1084,1804,1426,1110
Gibbsiella,1,3,0,3,0,1,0,1,0,2,0,1,0,2,1
Giesbergeria,221,296,158,184,127,81,134,83,109,234,281,214,315,222,236
Gigaspora,1,0,2,4,0,0,1,0,0,1,2,2,1,1,1
Gilliamella,572,837,477,548,372,335,428,337,255,920,815,512,862,586,424
Gillisia,341,448,199,259,241,146,209,201,136,409,427,278,560,452,301
Gilvimarinus,443,678,373,409,376,242,317,265,231,663,625,460,692,521,457
Gimesia,2132,3658,1968,1858,1858,1232,1441,1261,1229,2640,2898,2321,3069,2361,2098
Glaciecola,426,619,327,322,301,194,248,204,178,578,545,420,618,445,328
Glaciibacter,477,619,289,380,318,234,308,243,178,635,490,376,721,527,494
Glaciimonas,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0
Glaciozyma,2,4,0,3,3,4,1,0,2,5,8,3,9,5,4
Glarea,1737,2430,965,1395,1110,701,855,756,619,2446,1647,1122,1934,1511,957
Glaucocystis,1,2,1,4,1,0,0,0,0,12,2,4,6,3,5
Gliocladium,1,0,0,0,0,1,2,1,0,6,1,0,0,0,0
Globicatella,57,81,40,42,35,43,43,34,16,60,58,59,86,73,51
Globobulimina,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Gloeobacter,2327,3538,1942,2351,1979,1399,1742,1591,1164,3626,3554,2458,3917,2856,2589
Gloeocapsa,451,699,362,445,401,273,325,283,247,694,625,471,795,573,492
Gloeomargarita,300,448,278,272,247,160,188,195,161,377,427,340,518,449,311
Gloeophyllum,1199,1615,890,973,851,607,766,672,589,1774,1566,1126,1986,1321,1110
Gloeotilopsis,9,24,7,6,5,4,10,5,2,26,13,9,27,4,5
Glomerella,1,1,0,1,0,0,0,0,0,2,0,0,2,1,1
Glomus,3,8,8,8,0,1,1,1,0,6,3,5,1,0,1
Glonium,1107,1536,838,1172,835,549,701,557,456,1871,1390,1020,1665,1256,963
Glossomastix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gluconacetobacter,769,1182,605,762,624,397,529,496,331,1186,1021,734,1156,827,586
Gluconobacter,1645,2317,1233,1658,1247,946,1197,1005,769,2458,2149,1522,2556,1745,1430
Glutamicibacter,168,225,139,135,133,85,151,107,87,262,187,171,314,187,152
Glycomyces,3612,4504,2326,3080,2292,1794,2397,1875,1432,5079,3802,2937,6202,4028,3488
Gonapodya,2396,3178,1715,1695,1516,1105,1457,1276,1012,3097,2726,2134,3654,2552,2266
Goniomonas,1,1,0,0,2,0,1,1,1,2,2,2,1,2,0
Gonium,5569,7244,3977,3840,3615,2531,3435,2996,2322,6944,6623,4904,9012,6315,5468
Gonyaulax,1,0,0,0,2,1,0,0,1,4,1,4,1,0,1
Goodfellowiella,5,9,2,1,2,3,1,0,0,4,6,4,3,9,5
Gordonia,12381,16320,8726,10495,8313,6033,8349,6646,5210,16967,13652,10697,20741,13552,11957
Gordonibacter,509,742,383,401,341,284,323,294,232,666,601,493,809,599,519
Gorillibacterium,439,652,348,371,371,231,292,261,234,558,571,446,699,568,491
Gottschalkia,201,304,168,194,152,115,127,125,101,256,282,179,311,245,220
Gracilaria,11,23,8,10,9,0,4,7,6,16,11,9,9,13,5
Gracilariopsis,2,5,0,0,1,1,2,0,5,1,5,3,1,1,0
Gracilibacillus,544,782,390,467,409,288,410,325,228,802,746,584,810,622,471
Gracilibacter,162,231,123,139,128,81,110,73,86,210,207,168,243,213,175
Gracilimonas,215,280,146,192,141,108,161,126,84,244,238,199,327,236,225
Gramella,443,543,298,370,265,200,270,223,160,515,524,370,677,504,392
Grammonema,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granulibacter,769,1176,551,801,611,368,582,414,327,1286,947,640,1216,882,571
Granulicatella,105,136,69,76,55,42,65,48,39,149,91,79,172,112,102
Granulicella,9270,16020,9475,17395,8764,5627,10818,7332,4441,24101,15294,8342,12735,8445,5585
Granulicoccus,649,705,405,554,368,293,454,307,244,868,628,494,1103,681,608
Grateloupia,3,7,8,5,3,1,4,8,7,9,6,5,11,7,7
Gregarina,789,1125,585,650,608,418,561,477,346,1124,1007,738,1232,1206,754
Griffithsia,13,8,11,4,4,7,6,3,1,17,18,12,15,14,10
Grifola,1509,2053,1112,1215,1105,811,967,777,684,2325,1876,1379,2433,1730,1350
Grimontia,276,433,237,291,245,152,210,170,158,475,387,320,471,319,254
Groenewaldozyma,1,1,0,0,0,0,2,0,0,0,1,2,0,2,1
Grosmannia,1209,1645,868,997,779,511,783,596,526,1538,1399,1097,1762,1282,1034
Gryllotalpicola,391,464,250,361,262,206,298,175,134,548,389,322,668,479,375
Guillardia,1761,2486,1448,1467,1332,931,1137,1033,818,2571,2241,1654,2665,1993,1544
Gulbenkiania,320,465,214,229,218,154,202,198,159,371,424,370,440,330,331
Gulosibacter,529,804,413,496,419,310,354,315,276,803,657,535,980,611,579
Gymnochlora,12,11,6,3,3,1,2,2,1,5,2,3,5,3,2
Gymnodinium,1,0,0,2,0,0,0,0,0,2,0,0,2,0,0
Gymnopus,1674,2199,1239,1238,1146,824,983,878,667,2401,1958,1426,2477,1737,1394
Gynuella,304,439,263,267,212,176,200,171,147,426,432,272,423,306,237
Haematobacter,481,687,363,368,372,268,321,265,196,650,636,494,709,501,454
Haematococcus,13,23,13,12,16,10,12,5,12,29,30,15,18,22,9
Haematomicrobium,191,272,138,167,145,99,138,107,104,302,214,165,336,216,224
Haematospirillum,229,382,182,247,197,132,178,172,140,391,312,256,322,277,208
Haemophilus,598,926,491,590,438,327,384,341,283,968,811,587,923,686,522
Hafnia,116,202,133,145,108,82,118,78,51,229,188,149,230,173,106
Hafniomonas,5,3,1,0,4,4,1,0,0,6,4,0,3,2,3
Hahella,770,1165,632,675,625,403,533,471,354,1122,1129,823,1148,869,752
Haladaptatus,726,984,547,600,532,424,480,432,330,998,827,697,1160,842,710
Halalkalibacillus,73,74,36,58,42,26,45,34,28,80,65,54,119,71,56
Halalkalicoccus,282,448,256,286,257,165,208,220,150,381,434,344,497,390,330
Halanaeroarchaeum,112,148,94,68,91,38,63,46,47,132,152,109,169,134,158
Halanaerobium,546,858,478,427,399,324,387,330,290,653,737,600,794,703,588
Halapricum,161,246,126,125,118,91,101,88,63,207,181,135,235,184,149
Halarchaeum,374,504,286,260,246,190,210,181,182,405,445,344,593,446,383
Halarsenatibacter,103,231,129,114,120,82,89,82,76,162,164,136,214,176,144
Haliangium,2809,3641,2010,1962,1884,1364,1714,1313,1261,3388,3762,2567,6011,3838,3998
Haliea,409,581,327,320,366,229,248,251,189,536,542,416,589,417,362
Halimeda,5,5,2,3,3,0,2,1,1,5,2,0,0,4,3
Halioglobus,831,1344,792,668,677,502,526,487,385,1163,1166,831,1185,778,704
Haliscomenobacter,759,962,505,562,453,359,500,398,309,856,878,649,1242,840,690
Haloactinobacterium,546,757,393,475,397,310,379,356,251,734,653,518,1027,625,624
Haloarchaeobius,204,266,159,154,152,105,121,121,80,233,243,182,275,234,187
Haloarcula,586,937,497,519,481,341,428,364,301,820,854,677,930,668,587
Halobacillus,719,1076,589,630,524,411,511,410,311,1042,908,718,1085,845,713
Halobacteriovorax,118,195,95,133,65,48,82,60,48,159,164,105,178,138,120
Halobacterium,601,866,490,479,420,363,417,332,301,769,778,591,931,703,603
Halobacteroides,118,142,92,107,97,66,64,71,56,131,157,114,172,149,136
Halobaculum,204,291,161,174,162,116,142,103,92,210,220,194,288,239,212
Halobellus,492,722,397,321,329,258,275,248,214,630,581,436,712,519,462
Halobiforma,424,607,334,378,328,178,256,249,169,541,524,425,651,431,394
Halococcus,1073,1438,819,863,740,576,624,602,490,1332,1298,1016,1603,1221,1113
Halocynthiibacter,245,426,230,259,217,146,202,172,126,407,343,260,380,272,205
Halodesulfovibrio,235,256,174,187,166,97,135,113,87,280,269,173,283,213,162
Halodesulfurarchaeum,112,171,89,80,66,63,59,66,59,146,144,113,160,94,101
Haloferax,1575,2106,1144,1161,1069,816,1026,883,714,1844,1855,1455,2458,1652,1556
Haloferula,1966,2567,1515,2713,1575,1138,1599,1247,855,2707,2473,1734,3526,2617,2132
Halofilum,522,721,439,423,383,272,299,257,256,630,688,515,782,538,556
Halogeometricum,711,1014,530,567,512,368,449,377,348,874,879,747,1040,810,688
Haloglycomyces,290,381,184,288,249,130,218,153,137,454,337,267,516,372,335
Halogranum,611,829,486,562,467,332,418,334,296,766,722,545,914,689,628
Halohasta,105,157,77,79,92,56,58,71,57,162,128,119,182,132,107
Halolactibacillus,107,186,100,114,107,85,85,87,62,165,161,126,173,127,145
Halolamina,1052,1522,795,848,848,592,700,656,497,1432,1332,1059,1701,1217,1107
Halomicrobium,430,609,281,360,302,206,252,252,195,571,523,391,625,501,399
Halomicronema,485,628,351,406,334,259,317,265,234,772,638,460,790,548,492
Halomonas,9271,13494,7653,7951,7199,4993,6234,5565,4462,12990,12350,9471,14346,10360,8703
Halonatronum,86,140,80,83,74,47,62,50,43,114,109,111,165,118,95
Halonotius,192,237,128,152,148,85,111,92,77,217,215,166,241,195,181
Halopelagius,345,390,212,243,234,176,216,186,154,425,390,303,459,322,302
Halopenitus,280,421,224,252,233,141,177,167,150,367,408,310,444,331,302
Halopiger,543,833,428,505,401,304,360,311,276,725,700,520,836,618,628
Haloplanus,315,393,207,262,235,132,229,163,145,359,426,303,469,327,298
Haloplasma,66,88,68,59,67,50,45,49,46,121,103,80,122,94,70
Haloprofundus,186,252,142,140,111,87,121,98,83,237,205,163,241,250,167
Haloquadratum,350,508,278,308,260,195,220,199,164,439,462,330,496,353,301
Halorhabdus,239,408,210,203,189,132,190,169,113,315,327,269,371,292,213
Halorhodospira,636,855,529,443,438,325,382,341,311,783,771,593,896,682,600
Halorientalis,465,689,397,382,347,231,315,260,235,668,654,451,640,499,439
Halorubrum,2530,3560,1835,2041,1771,1222,1603,1547,1204,3159,3120,2490,3992,2907,2709
Halosiccatus,2,3,0,2,1,2,2,0,1,3,2,3,3,0,3
Halosimplex,355,465,252,220,203,202,183,213,173,405,393,346,504,388,327
Halostagnicola,267,415,273,242,247,164,185,170,136,383,356,303,452,354,300
Halotalea,463,719,405,388,360,284,293,308,218,630,637,523,719,550,429
Haloterrigena,838,1194,656,762,637,490,604,538,393,1110,1091,824,1261,920,793
Halothece,174,286,170,173,137,114,132,125,90,280,268,208,320,245,184
Halothermothrix,164,212,138,111,96,71,90,76,75,131,165,159,219,196,157
Halothiobacillus,743,1073,699,575,535,438,445,416,354,983,976,806,974,754,610
Halovenus,104,178,84,107,99,62,78,74,59,182,164,101,176,142,117
Halovivax,213,300,186,195,142,137,175,125,123,256,271,225,342,257,171
Hamadaea,2297,2535,1172,2112,1298,962,1644,1023,798,3445,2004,1501,4542,2396,2178
Hammondia,2473,3477,1820,1953,1755,1275,1590,1374,1157,3350,3123,2424,3717,2696,2357
Hannaella,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Hanseniaspora,523,748,363,423,346,260,333,269,197,862,698,426,836,589,368
Hapalosiphon,170,208,104,155,145,66,142,80,80,275,199,151,276,148,137
Hapsidospora,1,1,1,2,1,0,3,0,0,4,0,0,3,3,3
Hartaetosiga,3,6,2,2,0,0,0,0,0,1,4,5,4,1,2
Hartmannibacter,3,2,3,0,1,2,3,1,2,0,2,0,6,2,4
Haslea,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Hassallia,714,935,470,535,430,315,447,376,264,928,878,603,1245,819,619
Hathewaya,68,90,35,49,53,48,44,32,36,93,90,55,97,69,45
Haynesina,3,0,0,1,0,0,2,0,0,0,0,0,3,0,0
Hebeloma,1365,1764,985,1068,919,660,862,645,579,2050,1925,1220,2056,1574,1117
Helcobacillus,51,75,49,39,55,26,31,35,25,85,77,56,76,65,60
Helcococcus,51,116,55,66,48,44,57,40,33,86,85,65,98,86,52
Helgoeca,2,3,0,0,2,0,0,0,0,0,1,1,2,1,0
Helicascus,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Helicobacter,1883,2629,1512,1853,1350,959,1350,1102,952,2795,2552,1850,2842,2301,1809
Helicosporidium,994,1327,771,728,643,471,580,529,415,1223,1147,930,1602,1085,1034
Heliobacillus,45,59,38,22,29,20,26,21,14,34,44,55,47,67,43
Heliobacterium,477,592,342,319,309,212,246,215,186,481,488,457,640,547,451
Hellea,197,315,137,136,161,106,137,120,96,286,291,190,293,216,163
Helminthocladia,1,0,1,1,0,3,2,0,1,2,1,2,1,2,2
Helminthora,1,2,0,0,1,1,1,0,2,2,2,1,3,0,0
Helminthosporium,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Hematodinium,9,3,9,4,1,2,2,0,2,5,3,5,7,6,8
Hemichloris,2,3,1,1,0,0,0,0,0,1,0,0,0,3,0
Hemileia,3,2,1,1,3,0,0,1,0,1,3,2,0,0,0
Hemimycena,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemiselmis,17,22,10,12,11,6,6,3,8,29,13,12,17,6,9
Henriciella,964,1380,732,797,719,503,621,568,416,1389,1297,848,1369,1058,837
Hepatospora,32,60,35,30,31,24,30,25,26,68,45,22,65,40,24
Hepatozoon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herbaspirillum,6418,12219,7248,4746,4833,3160,3747,3614,4577,7979,9250,10010,8406,7634,7080
Herbiconiux,1036,1359,733,904,712,514,686,545,433,1478,1202,948,1731,1235,1006
Herbidospora,6460,6548,3265,6255,3801,2716,4986,2724,2074,10547,5778,4188,12316,5996,5018
Herbinix,130,187,112,111,74,61,82,64,52,182,133,121,157,121,109
Hericium,3,2,2,3,0,0,1,1,1,14,5,4,8,3,2
Herminiimonas,1064,2596,1552,632,830,491,587,557,991,1174,1761,2806,1360,1778,1858
Herpetomonas,11,9,5,4,6,4,4,2,5,7,14,2,16,10,4
Herpetosiphon,1819,2502,1372,1447,1371,973,1263,1006,946,2390,2244,1807,3204,2374,2064
Hespellia,62,102,46,70,57,38,52,39,40,113,83,72,121,84,60
Hesseltinella,886,1207,661,721,585,404,550,446,398,1266,1058,743,1322,886,735
Heterobasidion,1856,2239,1319,1330,1210,858,1114,880,771,3731,2172,1624,2881,1928,1719
Heterocapsa,10,13,17,6,16,14,6,7,7,11,26,22,15,16,18
Heterosigma,7,10,3,6,4,2,7,3,0,7,8,7,5,4,6
Heterosiphonia,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1
Hildenbrandia,9,11,6,4,1,2,6,2,3,7,4,4,13,6,6
Hippea,312,411,189,223,207,151,178,137,134,361,359,292,448,322,323
Hirschia,308,431,236,280,228,161,202,151,134,431,366,263,418,324,253
Hirsutella,1323,1920,1033,1249,942,678,837,733,586,1833,1626,1203,1973,1484,1246
Histomonas,2,0,0,0,1,0,0,0,0,0,3,1,0,0,2
Histophilus,37,42,28,46,25,19,43,17,12,57,57,41,68,48,44
Histoplasma,1325,1957,1044,1233,981,747,860,784,579,1904,1771,1309,2041,1497,1209
Hoeflea,1764,2744,1576,1577,1476,1000,1203,1094,886,2534,2481,1653,2662,1930,1696
Holdemanella,42,64,24,43,34,24,36,19,25,46,53,40,51,43,24
Holdemania,243,344,165,217,176,135,154,131,116,320,287,219,319,249,191
Holophaga,670,975,536,617,548,376,426,410,315,938,961,736,953,759,679
Holospora,86,143,69,89,72,34,78,61,24,135,117,93,132,94,56
Hommersandiophycus,4,3,2,0,0,1,5,1,2,6,4,0,8,2,2
Hormoscilla,1,4,0,0,0,2,0,0,0,3,1,1,9,2,3
Hortaea,1195,1799,925,1102,853,630,849,708,554,1842,1592,1121,1922,1498,1190
Hoyosella,900,1054,516,710,541,397,613,364,317,1202,841,669,1601,923,810
Hugenholtzia,146,196,137,125,93,91,128,95,84,245,207,129,266,185,153
Humibacillus,918,959,515,829,508,372,646,401,293,1440,832,626,1735,985,867
Humibacter,462,512,261,379,293,163,280,195,149,591,455,318,740,504,382
Humicola,2,1,2,3,4,5,2,1,0,3,4,3,3,3,1
Hungatella,395,543,344,356,279,187,253,241,200,584,537,356,642,457,357
Hyalangium,2491,3290,1793,1773,1962,1409,1459,1400,1318,2995,3453,2542,4091,3040,2912
Hyaloperonospora,20,38,16,10,7,15,22,13,13,33,30,14,40,21,13
Hyaloraphidium,2,8,2,5,8,2,1,4,1,5,1,4,10,6,3
Hydnomerulius,1170,1567,782,854,786,540,674,601,485,1648,1440,1027,1816,1222,978
Hydrobacter,291,299,126,113,141,83,146,108,82,165,224,141,428,224,178
Hydrocarboniphaga,1588,2377,1350,1142,1096,751,867,821,732,2003,2182,1593,2076,1532,1510
Hydrococcus,151,203,130,161,107,84,104,103,76,206,236,150,253,145,166
Hydrodictyon,8,7,6,15,4,3,9,2,1,28,5,2,18,7,5
Hydrogenibacillus,589,922,490,430,450,311,350,322,325,645,690,624,885,730,757
Hydrogenimonas,58,87,46,49,24,19,33,32,17,86,78,50,107,85,56
Hydrogenivirga,173,237,147,150,119,103,114,104,93,223,281,207,330,244,202
Hydrogenoanaerobacterium,80,135,63,57,66,45,51,36,33,112,111,77,114,103,67
Hydrogenobacter,114,186,102,65,85,60,51,58,50,151,140,118,148,156,145
Hydrogenobaculum,119,132,82,79,69,65,77,51,33,136,109,93,150,122,111
Hydrogenophaga,4904,7592,4323,3943,3783,2499,3084,2787,2523,6067,7029,5104,7158,5501,4788
Hydrogenophilus,1,2,2,1,2,2,1,0,0,1,4,3,4,5,5
Hydrogenovibrio,63,62,45,38,39,23,31,33,34,76,72,54,73,68,53
Hydrotalea,634,739,296,274,254,182,316,205,181,422,546,314,1131,593,438
Hygrocybe,1,2,0,0,2,3,2,0,0,0,0,0,0,0,0
Hylemonella,593,833,473,457,402,287,339,325,313,757,778,643,807,668,596
Hymenelia,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Hymenobacter,7170,9839,5504,6259,5079,3698,4817,4184,3314,9502,9048,6775,11751,9012,7090
Hymenoscyphus,5,2,1,3,2,0,0,1,0,4,0,0,4,0,0
Hyperthermus,112,124,52,79,60,51,51,47,39,104,112,80,130,115,82
Hypholoma,2379,3296,1861,1816,1744,1193,1445,1348,1068,3205,3075,2208,3609,2795,2378
Hyphomicrobium,12520,21108,10345,8441,9542,6071,6585,8013,6161,12688,16414,12981,16138,14416,13680
Hyphomonas,2955,4200,2299,2591,2227,1519,1993,1768,1395,4345,4128,2739,4320,3184,2547
Hyphopichia,246,299,167,184,147,90,129,135,91,313,306,204,350,214,195
Hypocrella,46,78,27,20,29,27,30,20,26,76,53,41,62,46,34
Hypomyces,1,4,1,5,2,2,2,0,0,3,4,1,0,2,1
Hypoxylon,2228,3013,1581,1803,1447,1135,1488,1127,942,2935,2689,1877,3260,2323,1960
Hypsizygus,1970,2408,1331,1438,1263,929,1124,957,745,2759,2357,1660,2962,2094,1562
Hyunsoonleella,47,79,53,41,43,21,35,19,21,75,63,43,67,54,39
Ichthyobacterium,68,51,41,51,43,36,51,41,20,88,79,44,76,64,46
Ichthyophthirius,194,292,140,154,107,118,129,91,93,304,207,179,297,224,114
Ideonella,2940,4328,2156,1923,2044,1255,1785,1459,1545,3112,3545,2729,4270,3243,3046
Idiomarina,1335,1849,1143,1182,902,619,827,694,639,1828,1703,1289,1864,1355,1044
Ignatzschineria,86,117,65,73,48,39,54,36,29,94,114,81,138,101,79
Ignavibacterium,280,363,249,218,264,166,175,145,155,360,444,355,565,347,349
Ignavigranum,64,84,46,35,23,20,39,27,22,58,54,43,59,58,37
Ignicoccus,103,152,97,100,98,53,70,60,72,151,139,106,169,131,97
Ignisphaera,61,86,42,47,48,26,40,32,17,64,58,59,88,70,48
Ileibacterium,29,86,19,22,17,27,16,15,17,35,34,48,34,32,41
Ilumatobacter,4027,5351,2796,2694,2929,2008,2213,1912,1728,3499,4243,3571,6908,5004,5510
Ilyobacter,84,115,47,73,75,51,48,55,33,110,128,71,133,95,85
Immundisolibacter,573,922,512,494,455,304,443,373,251,864,912,644,963,653,606
Imtechella,52,77,31,34,38,31,44,33,25,90,61,54,103,71,33
Indibacter,144,215,86,150,95,80,84,104,64,210,194,133,272,181,133
Inonotus,3,1,1,1,0,0,0,1,0,1,2,1,1,0,0
Inquilinus,3498,5207,2798,3823,3121,2124,2524,2381,1681,5304,4755,3084,5382,3691,3037
Insolitispirillum,536,729,434,517,435,314,337,350,236,683,683,468,724,530,464
Intestinibacter,21,23,17,8,7,5,9,6,4,24,16,14,16,31,13
Intestinimonas,130,170,76,107,98,56,84,83,47,177,130,122,185,112,113
Intrasporangium,2830,3390,1701,2472,1789,1298,2017,1296,1092,3981,2599,2063,5762,3051,2823
Isaria,1076,1416,749,846,740,539,699,564,465,1360,1276,976,1592,1110,981
Isobaculum,44,82,40,43,27,32,29,33,31,57,67,47,78,63,38
Isochrysis,4,8,5,12,4,2,1,6,1,4,6,3,13,9,6
Isoptericola,1760,2152,1126,1285,1127,776,1103,906,728,2210,1786,1453,3028,2017,1798
Isosphaera,2152,3612,2009,2289,2001,1338,1628,1562,1199,2841,2854,2418,3248,2506,2098
Izhakiella,200,313,161,186,159,105,164,129,81,339,283,217,304,232,200
Jaapia,1814,2261,1289,1305,1195,829,1079,927,756,2724,2110,1551,2757,1901,1512
Jahnella,10,12,12,8,13,3,6,8,7,17,16,7,43,16,20
Janibacter,4174,5279,2741,3167,2760,1938,2564,2116,1662,5225,4517,3418,7186,4728,4198
Jannaschia,1949,3091,1593,1897,1645,1128,1478,1296,1005,2782,2616,1961,3142,2316,1997
Janthinobacterium,6483,11268,6802,5164,5114,3490,4270,3987,4050,9172,10563,11220,10381,8956,7849
Jatrophihabitans,2164,2238,997,2187,1316,800,1697,841,620,3155,1743,1211,7489,2980,2027
Jejuia,70,95,52,62,26,32,48,32,27,98,66,59,94,63,60
Jenufa,7,12,3,4,8,3,2,6,4,8,7,2,12,4,1
Jeongeupia,336,477,283,255,251,170,190,206,162,427,492,392,567,408,322
Jeotgalibaca,57,105,47,81,62,28,63,47,42,126,119,69,135,85,70
Jeotgalibacillus,329,424,243,268,246,163,203,169,149,407,414,312,460,382,289
